Missile	*ID	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Pierce	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	EMax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	*eol
ctcmoltenboulderemerge	770	1	53	1	48																																				2	Bounce Count for CltHitSubMissile1	50	Bounce Damping % for CltHitSubMissile1	10	Lob for CltHitSubmissile1							3	3			5				255	178	64	5	0	0	expansion\MoltenBoulderEmerge	1024	6	16					8			1		1							2					1						1				1																																											32	8			druid_bouldereremerge								ctcmoltenboulder							ctcmoltenboulder				0
ctcmoltenboulderexplode	771	1																																																							13				255	178	64	0	0	0	null	1024	1	16																	2					1	1			1			1																																														32	1			druid_boulderexplode_1																			0
ctcmoltenboulderfirepath	772	5		5																																																					37		5		255	178	64	0	0	1	groundFireSmall	1024	37	16		1	12	36	8				1								2											1					1						2																		fire	10	6	7	8	9	10	14	6	7	8	9	10	skill('Fire Claws'.blvl)*8					32	1		41	object_fire_loop_house																			0
ctcmoltenboulder-flyingrocks	773	1																																																							16				255	178	64	0	0	1	expansion\MoltenFragmentD	1024	16	16					8			1		1							1					1						1																																															32	8			impact_fire_1																			0
ctcvolcano	774	50		28					0	"Periodic Spawn Delay for SubMissile1 (If 0, then use Skill Calc4)"	0	"Radius to spawn SubMissile1 (If 0, then use Skill aurarangecalc)"	2	Start Frame for SubMissile1	128	End Frame for SubMissile1	30	Lob Start for SubMissile1			0	"Periodic Spawn Delay for CltSubMissile1 (If 0, then use Skill Calc4)"	0	"Radius to spawn CltSubMissile1 (If 0, then use Skill aurarangecalc)"	2	Start Frame for CltSubMissile1	128	End Frame for CltSubMissile1	30	Lob Start for CltSubMissile1																											150				0	0	0	0	0	1	Expansion\volcano_base	1024	30	16		1	17	18	3				1		1	1	10				3	1	25									1		1		1				CTC_Volcano	4																																							1			druid_volcano					ctcvolcano debris 2							ctcvolcano debris 2							0
ctcvolcano overlay fire	775	1		1																																																					150		10		255	64	64	0	0	1	Expansion\volcano_Fire	1024	30	16		1	6	14	3												3		25									1					1																																											1			sorceress_inferno																			0
ctcvolcano debris 2	776	1	55	1	51																																																14	14			16				0	0	0	0	0	1	expansion\volcano_rock	1024	15	16										1												1	1			1			1	1			1																																											1											ctcvolcano small fire							ctcvolcano explosion	ctcvolcano small fire			0
ctcvolcano explosion	777	1		1																																																					18				0	0	0	0	0	0	Expansion\rock_lava_explosion	1024	18	16																							1			1							1																																											1																						0
ctcvolcano small fire	778	1		1																																																					18				0	0	0	0	0	0	Expansion\rock_lava_pool	1024	18	16					3			1				1	5				2											1	1	1						CTC_Volcano	4		8																																				32	1			andariel_fire_loop																			0
ctctwister	779	1		1		9																																											0	"Stun Length (If 0 & Skill is not null, then use Skill's Calc2 instead)"			10	10			50				255	255	255	0	0	1	expansion\twister	1024	40	16		1	18	36	3					1		1	25				2											1	1	1		1	1			CTC_Twister	4																																						32	4			druid_twister	sorceress_blizzard_impact_1																		0
ctctornado	780	1		27					0	"Periodic Damage Delay (If 0, then use Skill Calc4)"	0	"Damage Radius (If 0, then use Skill aurarangecalc)"																																									8	8			75				255	255	255	0	0	1	expansion\tornado	1024	40	16		1	12	36	3			1		1		1	25				3											1	1	1		1	1			CTC_Tornado	5	2																																					32	1			druid_tornado	sorceress_blizzard_impact_1																		0
enchantfire	781	5		1																																																					45		10	2	255	178	64	0	0	1	groundFireBig	1024	37	16		1	12	36	3						1						1	1	12					1									1																								fire	2	2	2	2	2	2	2	2	2	2	2	2						32	1			object_fire_loop_magic																			0
abominable	782	1	44	1	36																																																90	90			50				255	255	255	1	0	0	expansion\caltrops	1024	8	16		1		7	6			1									1					1	1	1		1													8																																					32																		abominablexp				0
abominablexp	783	1	14	1																																																					16		11		81	81	255	0	0	0	FreezeExplodeCenter	1024	15	16						1		1									1					1		1		1				1			1				4		8																																					1															abominablexp2							0
abominablexp2	784	1		1																																																					16				81	81	255	0	0	0	FreezeExplodeEjecta	1024	15	16						1		1									1						1	1		1				1			1				4		8																																					8																						0
ctcglacialspike	785	1	14	1	13																												0	"Explosion Radius (If 0, then use Skill aurarangecalc)"	0	"Freeze Length (If 0, then use Skill auralencalc)"																	16	16			40		5		81	81	255	1	0	1	GlacialSpike	1024	6	16					3	1		1		1							1											1	1	1			1			CTC_GlacialSpike	5	2																			frze																			16			sorceress_glacialspike_1	sorceress_iceblast_impact_1														freezingarrowexp1	freezingarrowexp2			0
ctciceblast	786	1		1		4																																															12	12			50		7		81	81	255	1	0	1	IceBlast	1024	5	16					3	1		1		1							1											1	1	1			1			CTC_IceBlast	4																																							16			sorceress_icebolt_1	sorceress_iceblast_impact_1			freezingarrowexp1															0
ctcblizzardcenter	787	13		10																																																					100		9		81	81	255	0	0	1	null	1024	2	16								1			1						1									1							1						8																																					1			sorceress_blizzard_loop					monblizzard1							ctcblizzard1	ctcblizzard4						0
ctcblizzard1	788	1	19	3																	120	Client Missile Fall Distance (Used By pCltDoFunc 13 under CltHitSubMissile)	5	Client Missile Fall Rate (Used By pCltDoFunc 13 under CltHitSubMissile)																																	9				0	0	0	0	0	1	icestormfallvar01	1024	6	16					3			1									2					1				1			1	1			1			CTC_Blizzard	4																																							1			sorceress_blizzard_loop	sorceress_blizzard_impact_1														ctcblizzardexplode1	ctcblizzardexplode3			0
ctcblizzard2	789	1	19	3																	120	Client Missile Fall Distance (Used By pCltDoFunc 13 under CltHitSubMissile)	5	Client Missile Fall Rate (Used By pCltDoFunc 13 under CltHitSubMissile)																																	9				0	0	0	0	0	1	icestormfallvar02	1024	6	16					3			1									2					1				1			1	1			1			CTC_Blizzard	4																																							1			sorceress_blizzard_loop	sorceress_blizzard_impact_1														ctcblizzardexplode1	ctcblizzardexplode3			0
ctcblizzard3	790	1	19	3																	120	Client Missile Fall Distance (Used By pCltDoFunc 13 under CltHitSubMissile)	5	Client Missile Fall Rate (Used By pCltDoFunc 13 under CltHitSubMissile)																																	9				0	0	0	0	0	1	Blizzard	1024	8	16					3			1									2					1				1			1	1			1			CTC_Blizzard	4																																							1			sorceress_blizzard_loop	sorceress_blizzard_impact_1														ctcblizzardexplode1	ctcblizzardexplode3			0
ctcblizzard4	791	1	19	3																	120	Client Missile Fall Distance (Used By pCltDoFunc 13 under CltHitSubMissile)	5	Client Missile Fall Rate (Used By pCltDoFunc 13 under CltHitSubMissile)																																	9				0	0	0	0	0	1	Blizzard	1024	8	16					3			1									2					1				1			1	1			1			CTC_Blizzard	4																																							1			sorceress_blizzard_loop	sorceress_blizzard_impact_1														ctcblizzardexplode1	ctcblizzardexplode3			0
ctcblizzardexplode1	792	1		1																																																					6				0	0	0	0	0	0	icestormimpactvar01	1024	6	16						1		1									1						1			1				1			1				4		8																																					1																						0
ctcblizzardexplode2	793	1		1																																																					6				0	0	0	0	0	0	icestormimpactvar02	1024	6	16						1		1									1						1			1				1			1				4		8																																					1																						0
ctcblizzardexplode3	794	1		1																																																					6				0	0	0	0	0	0	icestormimpactvar02	1024	6	16						1		1									1						1			1				1			1				4		8																																					1																						0
ctcbonespirit	795	7	13	7	10				5	Periodic Delay until Retarget	15	Radius to search for Retarget									5	"Periodic Delay until Retarget (If 0, then default to 5)"																															12	12			128		3		255	255	255	1	0	1	BoneSpirit	1024	8	16					3	1				1						-30	1					1						1	1	1			1			CTC_BoneSpirit	4		8																																					8			necromancer_bonespirit_1	paladin_holybolt_impact_1			bonespiritexplode															0
ctcbonespearx	796	3		2			0	# of Subloops for SubMissile1 (if SubMissile1 is not null)											0	# of Subloops for CltSubMissile1																																	24	24			40				255	255	255	0	0	1	BoneSpear	1024	6	16					3			1		1							1											1	1	1						CTC_BoneSpear	4		8																																				6	32			necromancer_bonespear_1	paladin_holybolt_impact_1			bonespearexplode	bonesparklex							bonesparklex			teethexplode				0
ctcbonesparklex	797	4	24	3					1	Velocity for Increment 1	1	Velocity for Increment 2									12	Spawn Rate for CltSubMissile1	1	Spawn Count for CltSubMissile1	3	Spawn Radius for CltSubMissile1																															50				255	255	255	0	0	1	BoneSpearTrail	1024	9	16		1	6	15	3			1		1	1						2											1					1				4		1		-1																mag	4	3	3	4	4	6	10	4	4	6	6	12						6	8		41	quest_tainted_sun_flash_1												teethexplode							0
ctcpoisonnova	798	1		1																																																	12	12			30				0	0	0	0	0	0	poisonNova	1024	30	16					3	1		1		1		1	4				1												1				1			CTC_PoisonNova			8																																				80	32			necromancer_poisonnova																			0
ctcholybolt	799	1	9	1	7	15																											1	"Impact Allies To Heal? (0=disabled, 1=enabled)"	1	"Deal Full Damage? (0=All Enemies, 1=Undead Only, 2=Demons Only, 3=Undead & Demons Only)"	3	"Destroy on Unit Impact? (0=Never, 1=On Heal, 2=On Full Damage, 3=On Heal Or Full Damage)"			1	"Impact Allies To Heal? (0=disabled, 1=enabled)"	1	"Deal Full Damage? (0=All Enemies, 1=Undead Only, 2=Demons Only, 3=Undead & Demons Only)"	3	"Destroy on Unit Impact? (0=Never, 1=On Heal, 2=On Full Damage, 3=On Heal Or Full Damage)"			0	Total Damage % if target is not allowed Monster Type (see sHitPar2)			20	20			50		7		222	222	255	1	0	1	HolyBoltMissile	1024	16	16					3	1	1	1		1							1										1	1	1	1			1			CTC_HolyBolt	4																				mag																			1			paladin_holybolt_1	paladin_holybolt_impact_1		healing												teethexplode				0
ctcfistoftheheavensdelay	800	1	26	1	22																												0	"Radius to create HitSubMissile1 (If 0, then use Skill aurarangecalc)"	0	"# of HitSubMissile1 created (If 0, then use Skill Calc1)"					0	"Radius to create CltHitSubMissile1 (If 0, then use Skill aurarangecalc)"	0	"Max # of CltHitSubMissile1 created (If 0, then use Skill calc4)"													10				0	0	0	0	0	0	null	1024	2	16																						1	1			1				1						CTC_FistoftheHeavens	4		8																																					1			paladin_handofgod_bolt								ctcfistoftheheavensbolt							fistoftheheavensbolt				0
ctcfistoftheheavensbolt	801	1	9	1	7	15																											1	"Impact Allies To Heal? (0=disabled, 1=enabled)"	1	"Deal Full Damage? (0=All Enemies, 1=Undead Only, 2=Demons Only, 3=Undead & Demons Only)"	3	"Destroy on Unit Impact? (0=Never, 1=On Heal, 2=On Full Damage, 3=On Heal Or Full Damage)"			1	"Impact Allies To Heal? (0=disabled, 1=enabled)"	1	"Deal Full Damage? (0=All Enemies, 1=Undead Only, 2=Demons Only, 3=Undead & Demons Only)"	3	"Destroy on Unit Impact? (0=Never, 1=On Heal, 2=On Full Damage, 3=On Heal Or Full Damage)"			0	Total Damage % if target is not allowed Monster Type (see sHitPar2)			12	12			50		8		222	222	255	1	2	1	HolyBoltMissile	1024	16	16					3	1	1	1					4				1										3	1	1	1			1				4		8																		mag	40	6	10	16	32	48	50	6	10	16	32	48	skill('Holy Bolt'.blvl) * 15						1			paladin_holybolt_1	paladin_holybolt_impact_1			teethexplode											teethexplode				0
ctcmeteor	802	1																																																							60				0	0	0	0	0	1	Meteor	1024	12	16						1		1			1																																																																	1																						0
ctcmeteorcenter	803	9	18	1	14																59	Missile Frames (Min=1)	25	Missile Fall Rate (Used with Frames to determine Height) (Min=1)	15	Missile Slide Rate (Used with Frames to determine Offset) (Min=1)							0	"Explosion Radius (If 0, then use Skill aurarangecalc)"	1	Increment for # of HitSubMissile1 created (Higher value means less Missiles created) (Min=1)					5	# of CltHitSubMissile1 created	3	# of CltHitSubMissile3 created	15	# of CltHitSubMissile4 created											60		4		255	64	64	0	0	1	MeteorTargetIndicator	1024	17	16								1			1						1					1								1			1			CTC_Meteor	5	2	8																																					1					sorceress_meteor_impact						ctcmeteorfire				meteor	meteortail		meteorexplode	whitelightmissile	firemedium	firesmall	0
ctcmeteortail	804	1																																																							60				0	0	0	0	0	1	MeteorTail	1024	12	16						1		1																									1						8																																					1																						0
ctcmeteorexplode	805	1		1																																																					16		13		255	178	64	0	0	0	ExpArrowExplode	1024	16	16								1									1						1			1			1	1			1				4		8																																					1																						0
ctcerruptioncenter	806	48		25																																																					80				255	255	255	0	0	1	null	1024	2	16								1		1	1						1		1														1																																											1								ctcerruptioncrack1							erruption crack 1	erruption smoke 1						0
ctcerruptioncrack1	807	1		1		8																																																			84		5		255	178	64	0	0	1	expansion\EruptionCrack	512	41	16					3			1	1	1		1	5				3		25										1	1						CTC_Fissure																																							32	4			sorceress_inferno			fire_hit																0
ctcerruptioncrack2	808	1		1		8																																																			84		5		255	178	64	0	0	1	null	1024	2	16					3			1	1	1		1	5				3												1	1						CTC_Fissure																																							32	1			sorceress_inferno			fire_hit																0
ctcerruptionsmoke1	809	1		1																																																					84				255	255	255	0	0	1	expansion\EruptionSmoke	512	41	16																			25														1																																											1																						0
ctcerruptionsmoke2	810	1		1																																																					84				255	255	255	0	0	1	null	1024	2	16																																	1																																											1																						0
ctcfrozenorb	811	19	30	15	29				1	Missile Spawn Rate (Min=1)	19	Direction Index Increment									1	CltSubMissile1 Spawn Rate (Min=1)	19	CltSubMissile1 Direction Index Increment (Max = 64)									4	Increment for # of HitSubMissile1 created (Higher value means less Missiles created) (Min=1)							4	Density of CltHitSubMissile1 (Higher value means less Missiles created)											10	10			30		6		81	81	255	1	0	1	IceOrb	1024	16	16					3			1		1							1					1							1	1			1				4		8																																					1								ctcfrozenorbbolt			ctcfrozenorbnova				frozenorbbolt			frozenorbnova				0
ctcfrozenorbbolt	812	1		1																																																	18	18			25		4		81	81	255	0	0	1	IceBolt	1024	6	16					3	1		1		1							1												1	1			1			CTC_FrozenOrb	4		8																																					16			sorceress_glacialspike_1																			0
ctcfrozenorbnova	813	20		16					6	Frame to spawn	2	Periodic Frame Delay to spawn (Min=1)									6	Activation Frame	2	Periodic Frame Delay per Path Process (Min=1)																													24	24			25		4		81	81	255	0	0	1	IceBolt	1024	6	16					3	1		1		1							1												1	1			1			CTC_FrozenOrb	4		8																																					16																						0
ctcfirestorm	814	5		1																																																					15		5	4	255	178	64	0	0	1	groundFiresmall	1024	37	16		1	12	36	3												2											1			1		1			CTC_Firestorm																																							32	1		41	object_fire_loop_house																			0
ctcfirestormmaker	815	6		23					0	# of Subloops for SubMissile1											4	"Chance to flag CltSubMissile with NOLIGHT (Random 0 to X) (If 0, then use flag)"																															8	22		2	60				255	255	255	0	0	1	expansion\FirestormEmitter	1024	16	16					8			1		1							2											1					1																																											1			object_fire_loop_house					ctcfirestorm							firestorm	firesmall	firemedium	firemedium	firemedium			0
ctcpoisonexplosioncloud	816	4		3					2	Velocity for Increment 1	4	Velocity for Increment 2									24	Missile Spawn Rate (CltSubMissile1)	1	# of Missiles created (CltSubMissile1)	6	Radius to randomly create Missiles (CltSubMissile1)																															60				128	255	128	0	0	1	PoisonSparks	1024	31	16		1	10	19	3			1	1	1	1						2											1					1			CTC_PoisonExplosion			8																																					8			object_poison_loop												poisonpuff							0
vcalling	817	1		1	18																																																30	30			100				192	192	192	1	0	0	BAYellShockWave01	1024	15	16					3		1										1																1			MON_Void_Calling																																								32			barbarian_circle_1																			0
ctcboltnova	818	1		1																																																	16	16		-1000	13				255	255	255	0	0	0	ElectricNova	1024	13	16					3			1				1	4				1												1	1			1			CTC_BoltNova	4																																						64	16			paladin_holybolt_1	paladin_holybolt_impact_1																		0
icypuff	819	1		1																																																	1	15			25				255	255	255	0	0	0	PoisonSmokePuff	1024	26	16								1									1											1		1			1				4		8																																					4			object_poison_loop																			0
arreatspikes	820	1		1																																																					180				255	255	255	0	0	1	expansion\FireSpikesGround	1024	8	16					1	1	1		1	1	1						1					1																	8																																					32																						0
fiflarebolt	821	1		1																																																	18	18			25		4		255	178	64	1	0	1	Fireball	1024	5	16					3	1		1		1							1											1	0	1			1			FI_Flare_Armor	4		8																																					16			sorceress_fireball_1	sorceress_fireball_impact_1							fiflarenova				fiflarenova							0
fiflarenova	822	1		1																																																	18	18			25		4		255	178	64	0	0	1	groundFireSmall	1024	37	16		1	12	36	3	1		1		1							1											1	0	1			1			FI_Incinerate	4		8																																					16			sorceress_fireball_1	sorceress_fireball_impact_1			explodingarrowexp															0
ddglacialblast	823	1	14	1	13																												0	"Explosion Radius (If 0, then use Skill aurarangecalc)"	0	"Freeze Length (If 0, then use Skill auralencalc)"																	16	16			40		5		81	81	255	1	0	1	GlacialSpike	1024	6	16					3	1		1		1							1											1	1	1			1			DD_Glacial_Blast	5	2																			frze																			16			sorceress_glacialspike_1	sorceress_iceblast_impact_1														freezingarrowexp1	freezingarrowexp2			0
ddfrostflame	824	1	10	1																																																	24	24		-1000	14		3		255	178	64	1	0	1	Fireball	1024	5	16					3			1				1	4				1												1	1			1			DD_Frost_Flame	4																				frze																		64	16			sorceress_frostnova	sorceress_fireball_impact_1		fire_hit	freezingarrowexp1															0
bashsplash	825	1	4	1	5																												1	Missile Count							1	Missile Count											24	24			1				255	255	255	1	0	1	Fireball	1024	5	16					6			1				1	3				1					1							1	1			1				16384	32	8																																				8	16											bashsplash2							bashsplash2				0
bashsplash2	826	1	10	1																																																	24	24		-500	6				255	255	255	1	0	1	Fireball	1024	5	16					3			1				1	3				1												1	1			1			Bash	4	32	8																																				8	16						doubledamage1																0
warcryr	827	1	10	1		7																																											0	"Stun Length (If 0 & Skill is not null, then use Skill's Calc4 instead. If 0 & Skill is null, then use casting Skill's Param1 & Param2 as ln12)"			16	16		-500	6	1			192	192	192	1	0	0	WarcryShockwave	1024	16	16					3			1				1	6				1													1		50	1			War Cry	4																																							32			barbarian_warcry_circle			doubledamage1																0
shieldtoss	828	8	16	1	12																3	# of Subloops for CltSubMissile1 (Min=1)											0	"Range (If 0, then use Skill aurarangecalc)"							0	"Range (If 0, then use Skill aurarangecalc)"											30	30			25		4		255	255	255	0	0	1	LightningStrike	1024	8	16					3	1		1		1		1	4				2											1	1	1			1			Shield Toss	4																																						96	32			weapon_throw_1	item_metalshield											shieldhit							0
shieldhit	829	1	10	1																			16	Z Range																																	12		3	4	255	255	255	0	0	1	LightningStrike	1024	8	16		1		7													1											1					1						8					1						1																									96	32				item_metalshield		psychic_hammer_hit																0
holyboltx	830	1	4	1	5																												3	Number of missiles							3	Number of missiles											15	15			50		7		222	222	255	1	0	1	HolyBoltMissile	1024	16	16					3	1		1		1							1											1	1	1			1	1		Holy Bolt	4																				mag																			1			paladin_holybolt_1	paladin_holybolt_impact_1							holyxnova							holyxnova				0
holyxnova	831	1	9	1	7	15																											0	"Impact Allies To Heal? (0=disabled, 1=enabled)"	3	"Deal Full Damage? (0=All Enemies, 1=Undead Only, 2=Demons Only, 3=Undead & Demons Only)"	2	"Destroy on Unit Impact? (0=Never, 1=On Heal, 2=On Full Damage, 3=On Heal Or Full Damage)"			0	"Impact Allies To Heal? (0=disabled, 1=enabled)"	3	"Deal Full Damage? (0=All Enemies, 1=Undead Only, 2=Demons Only, 3=Undead & Demons Only)"	2	"Destroy on Unit Impact? (0=Never, 1=On Heal, 2=On Full Damage, 3=On Heal Or Full Damage)"			50	Total Damage % if target is not allowed Monster Type (see sHitPar2)			10	10			6		7		222	222	255	1	0	1	HolyBoltMissile	1024	16	16					3	1		1		1							1											1	1	1			1				4	140	8				26																																144	1			paladin_holybolt_1	paladin_holybolt_impact_1		healing												teethexplode				0
fistoftheheavensdelayx	832	1	26	1	22																												0	"Radius to create HitSubMissile1 (If 0, then use Skill aurarangecalc)"	0	"# of HitSubMissile1 created (If 0, then use Skill Calc1)"					0	"Radius to create CltHitSubMissile1 (If 0, then use Skill aurarangecalc)"	0	"Max # of CltHitSubMissile1 created (If 0, then use Skill calc4)"													10				0	0	0	0	0	0	null	1024	2	16																						1	1			1				1						Fist of the Heavens	4	140	8																																					1			paladin_handofgod_bolt								fistoftheheavensboltx							fistoftheheavensboltx				0
fistoftheheavensboltx	833	1	9	1	7	15																											1	"Impact Allies To Heal? (0=disabled, 1=enabled)"	3	"Deal Full Damage? (0=All Enemies, 1=Undead Only, 2=Demons Only, 3=Undead & Demons Only)"	3	"Destroy on Unit Impact? (0=Never, 1=On Heal, 2=On Full Damage, 3=On Heal Or Full Damage)"			1	"Impact Allies To Heal? (0=disabled, 1=enabled)"	3	"Deal Full Damage? (0=All Enemies, 1=Undead Only, 2=Demons Only, 3=Undead & Demons Only)"	3	"Destroy on Unit Impact? (0=Never, 1=On Heal, 2=On Full Damage, 3=On Heal Or Full Damage)"			50	Total Damage % if target is not allowed Monster Type (see sHitPar2)			12	12			50		8		222	222	255	1	2	1	HolyBoltMissile	1024	16	16					3	1	1	1					4				1										3	1	1	1			1				4	140	7		32																mag	10	6	8	12	24	30	15	6	10	16	24	48	skill('Holy Bolt'.blvl) * 15						1			paladin_holybolt_1	paladin_holybolt_impact_1			bonespiritexplode											bonespiritexplode				0
shieldglare	834	1		1	21																																																40	40		-1000	12				192	192	192	1	0	0	BAYellShockWave01	1024	15	16					3			1									1																1	1		Shield Glare																																								32			barbarian_circle_1																			0
null	835	1																																																			1	1			1				0	0	0	0	0	0	null	1024	2	16								1		1							1														1		1																																											8																						0
glarecast	836	1																																																							3				255	255	255	0	0	0	BoneCast	1024	16	8																																	1						8																																					16																						0
blessedhammerx	837	1		1		5																																											50	Extra Damage To undead	25	Extra Damage to Demons	18	30		250	120		5		222	222	255	6	0	1	blessedhammer	1024	6	16					3			1									1	1	8										1	1			1	1		Blessed Hammer	4																				mag																			16			paladin_blessedhammer_1	paladin_holybolt_impact_1																		0
concnova	838	67	10	37					6	Frame Delay to Spawn Submissile	12	Frame Delay to Spawn Submissile2	18	Frame Delay to Spawn Submissile3							6	Frame Delay to Spawn Submissile	12	Frame Delay to Spawn Submissile2	18	Frame Delay to Spawn Submissile3																											24	24		-1000	10				255	255	255	0	0	0	ElectricNova	1024	13	16					3			1				1	5				1												1	1			1			ConcNova	16384	778																																						16						chillblood		concnovareturn	concnovareturn2	concnovareturn3					concnovareturn	concnovareturn2	concnovareturn3					0
concnovareturn	839	1																																																			0	0			6				255	255	255	0	0	0	ElectricNova	1024	13	16					3			1				1	25				1												1	1			1				4																																							16																						0
concnovareturn2	840	1																																																			12	12		-500	6				255	255	255	0	0	0	ElectricNova	1024	13	16					3			1				1	25				1												1	1			1				4																																							16																						0
concnovareturn3	841	1																																																			12	12		-500	6				255	255	255	0	0	0	ElectricNova	1024	13	16					3			1				1	25				1												1	1			1				4																																							16																						0
judgement	842	1	26	1	22																												0	"Radius to create HitSubMissile1 (If 0, then use Skill aurarangecalc)"	0	"# of HitSubMissile1 created (If 0, then use Skill Calc1)"					0	"Radius to create CltHitSubMissile1 (If 0, then use Skill aurarangecalc)"	0	"Max # of CltHitSubMissile1 created (If 0, then use Skill calc4)"													10				0	0	0	0	0	0	null	1024	2	16																						1	1			1				1						Judgement	4	140	8				128																																	1			paladin_handofgod_bolt								judgement2							judgement2				0
judgement2	843	1	10	1																																																	12	12			25				222	222	255	1	2	1	HolyBoltMissile	1024	16	16					3	1	1	1									1												1	1			1		1		4	140	7				32																																	1			paladin_holybolt_1	paladin_holybolt_impact_1		psychic_hammer_curse												bonespiritexplode				0
gavel	844	1		1		7																																											50	"Stun Length (If 0 & Skill is not null, then use Skill's Calc4 instead. If 0 & Skill is null, then use casting Skill's Param1 & Param2 as ln12)"			18	30		250	120		5		222	222	255	6	0	1	blessedhammer	1024	6	16					3			1									1	1	8										1	1			1	1		JudgeGavel	4																				mag																			16				explosion_small_1																		0
prayers	845	1		1	18																																																30	30		-500	15				192	192	192	1	0	0	BAYellShockWave01	1024	15	16					3		1										1																1																																											32			object_shrine_holy																			0
lessenwounds	846	1																																																			1	1			1		4		0	0	0	0	0	0	null	1024	2	16								1		1							1																1																																											8																						0
bonespikes	847	5		1																																																					16				255	178	64	0	0	0	expansion\deathmaulerfingers	384	8	16					3												2				1										1	75	1			BoneSpikes																																							32	1		41	object_fire_loop_house																			0
bonespikesmaker	848	6		23																	4																																16	16		4	14	1			255	255	255	0	0	0	expansion\deathmaulerfingers	384	8	16					8			1		1							2				1											50	1			BoneSpikes																																								1			object_fire_loop_house					bonespikes							bonespikes							0
calcified	849	1		27					0	"Periodic Damage Delay (If 0, then use Skill Calc4)"	0	"Damage Radius (If 0, then use Skill aurarangecalc)"							0	# of Subloops for CltSubMissile1																																	0	0			10				255	255	255	0	0	1	expansion\tornado	1024	40	16		1	12	36	3			1		1							3				1								1	1						CalcifiedCarve	5		8																																				32	1			necromancer_bonespear_1	paladin_holybolt_impact_1																		0
bonenova	850	1		1																																																	18	18		-500	14				81	81	255	0	0	0	FrostNova	1024	14	16					3			1		1		1	4				1												1	1			1			Bone Armor	4																																							16																						0
diseasebolt	851	1		1																																																					14				222	222	255	0	0	0	PoisonSmokePuff	1024	26	16																	1										1	1					1																																											1																						0
skullmissile	852	1	25	1	20																												30	"Radius to create HitSubMissile1 (If 0, then use Skill aurarangecalc)"	0	"# of HitSubMissile1 created (If 0, then use Skill Calc1)"					30	"Radius to create CltHitSubMissile1 (If 0, then use Skill aurarangecalc)"	0	"Max # of CltHitSubMissile1 created (If 0, then use Skill calc1)"									24	24			5				255	255	255	0	0	1	BoneSpirit	1024	8	16					6	1		1		1							2					1						1	1	1			1	1		SkullMob	4																																						64	16											skullface							skullface				0
skullface	853	7	13	7	10				3	Periodic Delay until Retarget	15	Radius to search for Retarget									3	"Periodic Delay until Retarget (If 0, then default to 5)"																															12	12			60				255	255	255	1	0	1	expansion\overseer_missile	1024	8	16					3	1				1							1					1							1	1			1	1		SkullMob	4																																						10	32							bonespiritexplode															0
