skilldesc	SkillPage	SkillRow	SkillColumn	ListRow	IconCel	HireableIconCel	str name	str short	str long	str alt	descdam	ddam calc1	ddam calc2	p1dmelem	p1dmmin	p1dmmax	p2dmelem	p2dmmin	p2dmmax	p3dmelem	p3dmmin	p3dmmax	descatt	descmissile1	descmissile2	descmissile3	descline1	desctexta1	desctextb1	desccalca1	desccalcb1	descline2	desctexta2	desctextb2	desccalca2	desccalcb2	descline3	desctexta3	desctextb3	desccalca3	desccalcb3	descline4	desctexta4	desctextb4	desccalca4	desccalcb4	descline5	desctexta5	desctextb5	desccalca5	desccalcb5	descline6	desctexta6	desctextb6	desccalca6	desccalcb6	dsc2line1	dsc2texta1	dsc2textb1	dsc2calca1	dsc2calcb1	dsc2line2	dsc2texta2	dsc2textb2	dsc2calca2	dsc2calcb2	dsc2line3	dsc2texta3	dsc2textb3	dsc2calca3	dsc2calcb3	dsc2line4	dsc2texta4	dsc2textb4	dsc2calca4	dsc2calcb4	dsc2line5	dsc2texta5	dsc2textb5	dsc2calca5	dsc2calcb5	dsc3line1	dsc3texta1	dsc3textb1	dsc3calca1	dsc3calcb1	dsc3line2	dsc3texta2	dsc3textb2	dsc3calca2	dsc3calcb2	dsc3line3	dsc3texta3	dsc3textb3	dsc3calca3	dsc3calcb3	dsc3line4	dsc3texta4	dsc3textb4	dsc3calca4	dsc3calcb4	dsc3line5	dsc3texta5	dsc3textb5	dsc3calca5	dsc3calcb5	dsc3line6	dsc3texta6	dsc3textb6	dsc3calca6	dsc3calcb6	dsc3line7	dsc3texta7	dsc3textb7	dsc3calca7	dsc3calcb7	item proc text	item proc descline count	*eol
werebear	3	1	1	1	22		skWerebear	sdWerebear	sdWerebear	skWerebear																	75	StrSkillDamageResist		ast1		74	StrSkillDamagePercent		ast2		74	StrSkill21		ast3		74	StrSkill100		ast4		74	StrSkillPierceColdRes		-ast5		74	StrSkill106		ast6		36	StrSkillHour	StrSkillHour	len	(25*60*60)																					40	MasteryBonusNS		7		18	StrMastWerebear																															0
raise hell	2	2	2	2	34		skRaiseHell	sdRaiseHell	sdRaiseHell	skRaiseHell	5																36	StrSkill3		(usmc<=5375)?5120:usmc	256	36	StrSkillFireDurationSingular	StrSkill82	edln	25	75	StrSkill5		enma	exma																36	StrCooldown		((blvl==20)?0:(100*40)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100)))	25																					40	Sksyn	skRaiseHell	2		76	Firedplev	skVolcano	par8		76	Firedplev	skFissure	par8		76	Firedplev	skArmageddon	par8		40	MasteryBonus		7		18	StrMastNoCDR											0
thickening fog	1	2	3	3	36		skThickeningFog	sdThickeningFog	sdThickeningFog	saThickeningFog	9																36	StrSkill3		usmc	256	75	StrSkill39		enms*25*3/256	exms*25*3/256	75	StrSkill4		pnms*25*3/256	pxms*25*3/256																36	StrCooldown		(100*30)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25	36	StrSkill56		m1rn*2	3																40	Sksyn	skThickeningFog	2		76	Damplev	skThunderStorm	par7		76	Magdplev	skIngrain	par8		76	Magdplev	skCycloneArmor	par8		40	MasteryBonus		7		18	StrMastThickeningFog											0
mycelium recyclers	1	3	1	3	8		skMyceliumRecyclers	sdMyceliumRecyclers	sdMyceliumRecyclers	saMyceliumRecyclers																	74	StrSkill88		dm78		75	StrSkillHealPercent		1	dm56	13	StrSkill42		clc1																	36	StrSkill3		usmc	256	74	StrSkillMaxNetworks		pets																	40	Sksyn	skMyceliumRecyclers	2		75	StrSkillExtraSummon		1	5	40	MasteryBonus		7		18	StrMastMyceliumRecyclers																					0
feral rage	2	2	3	2	54		skFeralRage	sdFeralRage	sdFeralRage	skFeralRage	17	clc1											2				74	StrSkillDamagePercent		clc1		75	StrSkill5		enma	exma	75	StrSkillLifeStealRange		4	((par2 * (lvl/par7+par8))*(100+stat('item_feralsteal'.accr)))/100	75	StrSkillRunWalkRange		19	((110*(par8+lvl/par7)) * (par4-par3))/(100 * ((par8+lvl/par7)+6)) + par3	75	StrSkillPierceFireRange		5	((110 * (par8+lvl/par7)) * (40 - 5 )) / (100 * ((par8+lvl/par7) + 6)) + 5	74	StrSkill22		toht		36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	74	WeapDamsk		50												40	Sksyn	skFeralRage	2		76	Firedplev	skFireClaws	par6		76	Firedplev	skFireyFury	par6		76	Firedplev	skHowl	par5		40	MasteryBonus		7		18	StrMastFeralRage											0
maul	3	2	3	1	56		skMaul	sdMaul	sdMaul	skMaul	1												2				36	StrSkillStunLengthSingular	StrSkill48	"min(250,dm56)"	25	75	StrSkillDamagePercentRange		par3	par3 * (lvl/par7+par8)	74	StrSkill22		toht		74	StrSkillColdDamagePercent		ast5		74	ModItemMonColdSunder		ast6							36	StrSkillDurationSingular	StrSkill20	par4	25	36	StrSkill3		usmc	256																40	MasteryBonusNS		7		18	StrMastMaul																															0
fissure	2	1	2	2	38		skFissure	sdFissure	sdFissure	skFissure	5													erruption center			36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	miss('erruption center'.rang)	25	75	StrSkill5		enma	exma																36	StrSkillRadiusSingular	StrSkill18	clc1*2	3	36	StrSkillMissileSpawnDelay		clc*2	25	74	WeapDamsk		15		36	StrCooldown		(100*100)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25						40	Sksyn	skFissure	2		76	Firedplev	skVolcano	par8		76	Firedplev	skRaiseHell	par8		76	Firedplev	skArmageddon	par8		40	MasteryBonus		7		18	StrMastFissure											0
cyclone armor	1	1	3	3	40		skCycloneArmor	sdCycloneArmor	sdCycloneArmor	skCycloneArmor																	36	StrSkill3		usmc	256	74	StrSkillFCLRes		ast4		74	StrSkill40		ast1/256		74	StrSkillMovementSpeed		ast3												36	StrCooldown		(100*125)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25																					40	MasteryBonusNS		7		18	StrMastCycloneArmor																															0
shrub soldier	1	4	1	3	10		skShrubSoldier	sdShrubSoldier	sdShrubSoldier	skShrubSoldier														shrubjav	shrubcloud		36	StrSkill3		usmc	256	36	StrSkill63		50	25	75	StrSkill8		edns	edxs	13	StrSkill42		clc1												74	StrSkill21		pst1		74	StrSkill22		pst2		74	StrSkillMoveAndAttackRate		pst5		74	StrSkillShrubs		pets		36	StrCooldown		((blvl==20)?0:(100*250)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100)))	25	40	Sksyn	skShrubSoldier	2		76	Poisdplev	skMyceliumRecyclers	par8		76	Poisdplev	skPoisonCreeper	par8		76	Poisdplev	skIngrain	par8		75	StrSkillExtraSummon		1	5	40	MasteryBonus		7		18	StrMastNoCDR						0
fenris	2	3	1	2	12		skFenris	sdFenris	sdFenris	skFenris																	36	StrSkill3		usmc	256	74	StrSkill100		clc1		75	StrSkill4		pnma	pxma	75	StrSkill5		enma	exma	13	StrSkill42		clc1							74	StrSkill21		pst1		74	StrSkill22		pst2		74	StrSkillMoveAndAttackRate		pst5		74	ESkillWolves		pets							40	Sksyn	skFenris	2		76	Damplev	skHowl	par4		76	Firedplev	skFireClaws	par8		75	StrSkillExtraSummon		1	7	75	StrSkillExtraSummonCLVL		30		40	MasteryBonus		7		18	StrMastFenris						0
hypothermia	3	1	2	1	24		skHypo	sdHypo	sdHypo	skHypo																	36	StrSkill3		usmc	256	74	StrSkillDamageResist		ast1		74	StrSkill38		ast2		74	StrSkillEnemyFHR		ast3		74	StrSkillIASandFCR		ast4							36	StrSkillDurationSingular	StrSkill20	len	25	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	36	StrCooldown		(100*200)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25											40	MasteryBonusNS		7		18	StrMastHypothermia																															0
fire claws	2	1	3	2	26		skFireClaws	sdFireClaws	sdFireClaws	skFireClaws	17	clc1											1				36	StrSkill3		usmc	256	74	StrSkillFireThorns		ast1		74	StrSkillManaHit		ast2		74	StrSkill22		toht		75	StrSkill5		enma	exma	74	StrSkillDamagePercent		clc1		74	WeapDamsk		75																						40	Sksyn	skFireClaws	2		76	Firedplev	skFireyFury	par8		76	Firedplev	skFeralRage	par8		40	MasteryBonus		7		18	StrMastFireClaws																0
arctic bomb	3	3	3	1	16		skArcticBomb	sdArcticBomb	sdArcticBomb	skArcticBomb	5																36	StrSkill3		usmc	256	75	StrSkill6		enma	exma	74	StrSkill27		clc1		36	StrSkillStunLengthSingular	StrSkill48	clc4	25																																				40	Sksyn	skArcticBomb	2		76	Colddplev	skAvalanche	par8		76	Colddplev	skHypo	par8		18	StrSkillExtraMissile				40	MasteryBonus		7		18	StrMastRollingThunder											0
root cause	1	1	2	3	14		skRootCause	sdRootCause	sdRootCause	skRootCause	5													rooty			36	StrSkill3		usmc	256	75	StrSkillRootDmg		m1eo*25*3/256	m1ey*25*3/256	75	StrSkill4		pnma	pxma																74	WeapDamsk		50		36	StrSkillStunLengthSingular	StrSkill48	clc4	25																40	Sksyn	skRootCause	2		76	Damplev	skShrubSoldier	par8		76	Damplev	skLandslide	par8		40	MasteryBonus		7		18	StrMastRootCause																0
frost bite	3	1	3	1	58		skFrostBite	sdFrostBite	sdFrostBite	skFrostBite	17	clc1	clc2										1				36	StrSkill3		usmc	256	75	StrSkill6		enma	exma	74	StrSkill77		ast1		74	StrSkill22		toht		74	StrSkillDamagePercent		clc1		74	StrSkillConvCold		clc4																											40	Sksyn	skFrostBite	2		76	Colddplev	skHypo	par8		76	Colddplev	skRoar	par8		76	Colddplev	skMaul	par8		40	MasteryBonus		7		18	StrMastFrostBite											0
avalanche	3	3	2	1	28		skAvalanche	sdAvalanche	sdAvalanche	skAvalanche	5													avalanchetrail			36	StrSkill3		usmc	256	75	StrSkill6		enma	exma																					74	WeapDamsk		50																						40	Sksyn	skAvalanche	2		76	Colddplev	skTempestWind	par8		76	Colddplev	skHurricane	par8		75	StrSkillExtraMissileL		1	3	40	MasteryBonus		7		18	StrMastAvalanche											0
volcano	2	3	2	2	44		skVolcano	sdVolcano	sdVolcano	skVolcano	5																36	StrSkill3		usmc	256	75	StrSkill5		enma	exma	75	StrSkill4		pnma	pxma	74	VolcanoMissiles		25+blvl*25/10												36	StrSkillRadiusSingular	StrSkill18	clc1*2	3	36	StrSkillMissileSpawnDelay		clc4	25	74	WeapDamsk		10		36	StrCooldown		(100*75)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25	36	StrSkillDurationSingular	StrSkill20	150	25	40	Sksyn	skVolcano	2		76	Damplev	skFissure	par7		76	Firedplev	skArmageddon	par8		76	Firedplev	skRaiseHell	par8		40	MasteryBonus		7		18	StrMastVolcano											0
tempest wind	3	2	2	1	42		skTempestWind	sdTempestWind	sdTempestWind	skTempestWind	5													tornadox			36	StrSkill3		usmc	256	75	StrSkill6		enma	exma																					36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkillMovementSpeed		ast1		74	WeapDamsk		20		36	StrCooldown		(100*50)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25						40	Sksyn	skTempestWind	2		76	Colddplev	skHurricane	par8		76	Colddplev	skArcticBomb	par8		40	MasteryBonus		7		18	StrMastTempestWind																0
landslide	1	3	2	3	4	20	skLandslide	sdLandslide	sdLandslide	skLandslide	5													landpathx			36	StrSkill3		usmc	256	75	StrSkill4		pnma	pxma																					74	WeapDamsk		50		36	StrCooldown		(100*50)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25																40	Sksyn	skLandslide	2		76	Damplev	skFissure	par8		76	Damplev	skThickeningFog	par8		76	Damplev	skShrubSoldier	par8		18	StrSkillExtraMissile				40	MasteryBonus		7		18	StrMastLandslide						0
grizzly	3	3	1	1	18		skGrizzly	sdGrizzly	sdGrizzly	skGrizzly																	74	StrSkill21		pst1		74	StrSkill22		pst2		13	StrSkill42		clc1		74	StrSkillDamagePercent		pst3		75	StrSkill4		pnma	pxma	75	StrSkill6		enma	exma	36	StrSkill3		usmc	256	74	StrBears		pets																	40	Sksyn	skGrizzly	2		76	Damplev	skRoar	par8		76	Colddplev	skArcticBomb	par4		75	StrSkillExtraSummon		1	7	75	StrSkillExtraSummonCLVL		30		40	MasteryBonus		7		18	StrMastGrizzly						0
firey fury	2	3	3	2	30		skFireyFury	sdFireyFury	sdFireyFury	skFireyFury	17	clc2											2				36	StrSkill3		usmc	256	74	StrSkill22		toht		75	StrSkill5		enma	exma	74	StrSkillDamagePercent		clc2		74	StrSkill11		clc1							74	WeapDamsk		100																						40	Sksyn	skFireyFury	2		76	Firedplev	skVolcano	par8		76	Firedplev	skFireClaws	par8		40	MasteryBonus		7		18	StrMastFireyFury																0
armageddon	2	4	1	2	50		skArmageddon	sdArmageddon	sdArmageddon	skArmageddon	5													armageddonfire			75	StrSkillFireDamageAveragePerSecond		m1eo*25*3*(mael+100)/100/256	m1ey*25*3*(mael+100)/100/256	75	StrSkillImpactDamage		pnma	pxma	75	StrSkillFImpactDamage		enma	exma																36	StrSkill3		usmc	256	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	36	StrSkillDurationSingular	StrSkill20	len	25	74	WeapDamsk		625/100		36	StrCooldown		(stat('Celestial_Aid'.accr)>=1)?0:((100*100)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100)))	25	40	Sksyn	skArmageddon	2		76	Damplev	skLandslide	par7		76	Firedplev	skFireClaws	par8		40	MasteryBonus		7		18	StrMastArmageddon																0
hurricane	3	4	1	1	48		skHurricane	sdHurricane	sdHurricane	skHurricane	5																36	StrSkill3		usmc	256	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	36	StrSkillDurationSingular	StrSkill20	len	25	75	StrSkill6		enma	exma											74	WeapDamsk		625/100		36	StrCooldown		(100*100)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25																40	Sksyn	skHurricane	2		76	Colddplev	skTempestWind	par8		76	Colddplev	skAvalanche	par8		40	MasteryBonus		7		18	StrMastHurricane																0
fire trauma	1	1	2	1	42		skFireTrauma	sdFireTrauma	sdFireTrauma	skFireTrauma	5																36	StrSkill3		usmc	256	75	StrSkill5		enma	exma																					36	StrSkillRadiusSingular	StrSkill18	par1*2	3																					40	Sksyn	skFireTrauma	2		76	Firedplev	skWakeOfFire	(blvl==20)?(20 + par8):par8		76	Firedplev	skWakeOfInferno	(blvl==20)?(20 + par8):par8		40	MasteryBonus		7		74	StrMastSynergyRate		20											0			0
claw mastery	2	1	2	2	22		skClawMastery	sdClawMastery	sdClawMastery	skClawMastery																	74	eskillincasemasteryX		macr		74	StrSkillDamagePercent		madm		74	StrSkill22		math																	74	StrMastLifeStolen		(blvl==20)?10:0		74	ModStr6k		pst4																	40	MasteryBonus		7		74	StrMastExecutionersStance		150																										0			0
psychic hammer	2	1	3	2	24		skPsychicHammer	sdPsychicHammer	sdPsychicHammer	skPsychicHammer	5																36	StrSkill3		usmc	256	75	StrSkill39		enma	exma	75	StrSkill4		pnma	pxma																																																																											0			0
tiger strike	3	1	2	3	2		skTigerStrike	sdTigerStrike	sdTigerStrike	skTigerStrike	5												1				74	StrSkillAssassinTigerStrikeCharge3		3*ln12		74	StrSkillAssassinTigerStrikeCharge2		2*ln12		74	StrSkillAssassinTigerStrikeCharge1		ln12		74	StrSkill22		toht												36	StrSkill3		usmc	256	74	StrSkill22		(stat('progressive_tohit'.accr)==75)?75:((stat('progressive_tohit'.accr)==150)?150:((stat('progressive_tohit'.accr)==225)?225:0))		36	StrSkillDurationSingular	StrSkill20	len	25											40	MasteryBonus		7		74	StrMastMartialArtsDuration		20																										0			0
dragon talon	3	1	3	3	4		skDragonTalon	sdDragonTalon	sdDragonTalon	skDragonTalon	15												5				74	Eskillkickdamage		ln12		74	StrSkill22		toht		36	EskillKickSing	EskillKickPlur	clc1		74	StrMastKnockbackChanceU		clc2		74	StrMastKnockbackChanceB		clc3							36	StrSkill3		usmc	256																					40	MasteryBonus		7		74	StrMastNoKnockback		20																										0			0
shock field	1	1	1	1	40		skShockWeb	sdShockWeb	sdShockWeb	skShockWeb	5													shock field on ground			36	StrSkillDurationSingular	StrSkill20	miss('shock field on ground'.rang)	25	75	StrSkillLightningDamageAveragePerSecond		enma	exma	74	ESkillSpikes		par1+lvl/par2+skill('Death Sentry'.blvl)/3		36	StrCooldown		(100*25)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25											36	StrSkill3		usmc	256	36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	15	25																40	Sksyn	skShockWeb	2		77	Missplev3	skDeathSentry	1	3	76	Ltngdplev	skChargedBoltSentry	(blvl==20)?(20 + par8):par8		76	Ltngdplev	skLightningSentry	(blvl==20)?(20 + par8):par8		40	MasteryBonus		7		74	StrMastSynergyRate		20						0			0
blade sentinel	2	1	3	2	44		skBladeSentinel	sdBladeSentinel	sdBladeSentinel	skBladeSentinel	5												1				36	StrSkillDurationSingular	StrSkill20	ln12	25	75	StrSkill4		pnma	pxma																					36	StrSkill3		usmc	256	74	WeapDamsk		96*100/128		74	StrSkillMaxBlades		pets												40	Sksyn	skBladeSentinel	2		76	Damplev	skBladeFury	(blvl==20)?(10 + par8):par8		76	Damplev	skBladeShield	(blvl==20)?(10 + par8):par8		75	StrSkillExtraSummon		1	4	40	MasteryBonus		7		74	StrMastSynergyRate		10						0			0
quickness	2	1	1	2	20		skBurstOfSpeed	sdBurstOfSpeed	sdBurstOfSpeed	skBurstOfSpeed																	36	StrSkillDurationSingular	StrSkill20	ln56	25	74	StrSkill89		dm12		74	StrSkill106		dm34																	36	StrSkill3		usmc	256	74	StrMastPlusDamage		(blvl==20)?100:0																	40	MasteryBonus		7		74	StrMastPlusDamage		100																										0			0
fists of fire	3	1	1	3	0		skFistsOfFire	sdFistsOfFire	sdFistsOfFire	skFistsOfFire	20			fire	enma	exma	fire	enma	exma	fire	enma+m1eo*50/256	exma+m1ey*50/256	2	fistsoffirefirewall			75	Eskillfistsoffire3		m1eo*50/256	m1ey*50/256	74	Eskillfistsoffire2		par1		75	Eskillfistsoffire1		enma	exma	74	StrSkill22		toht												36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25																40	Sksyn	skFistsOfFire	2		76	Firedplev	skPhoenixStrike	par8		40	MasteryBonus		7		74	StrMastMartialArtsDuration		20																0			0
dragon claw	3	2	3	3	10		skDragonClaw	sdDragonClaw	sdDragonClaw	skDragonClaw	19	ln12											2				74	StrSkillDamagePercent		clc1		74	StrSkill22		toht																						36	StrSkill3		usmc	256																					40	Sksyn	skDragonClaw	2		76	Damplev	skClawMastery	(blvl==20)?(6 + par7):par7		40	MasteryBonus		7		74	StrMastSynergyRate		6																0			0
charged bolt sentry	1	2	1	1	46		skChargedBoltSentry	sdChargedBoltSentry	sdChargedBoltSentry	skChargedBoltSentry																	75	StrSkill7		enma	exma																										36	StrSkill3		usmc	256	74	StrSkill72		par3 + (skill('Death Sentry'.blvl)/4)		74	ESkillShoots		par1 + (skill('Death Sentry'.blvl)/4)		74	StrSkillMaxTraps		pets							40	Sksyn	skChargedBoltSentry	2		77	BoltShotplev3	skDeathSentry	1	par6	76	Ltngdplev	skShockWeb	par8		76	Ltngdplev	skLightningSentry	par8		75	StrSkillExtraSummon		2	7	40	MasteryBonus		7		74	StrMastLesserSentry		5	0			0
wake of fire sentry	1	2	2	1	48		skWakeOfFire	sdWakeOfFire	sdWakeOfFire	skWakeOfFire																	75	StrSkill5		enma	exma																										36	StrSkill3		usmc	256	74	ESkillShoots		par1 + (skill('Death Sentry'.blvl)/4)		74	StrSkillMaxTraps		pets												40	Sksyn	skWakeOfFire	2		77	Shotplev3	skDeathSentry	1	par7	76	Firedplev	skFireTrauma	(blvl==20)?(10 + par8):par8		76	Firedplev	skWakeOfInferno	(blvl==20)?(10 + par8):par8		75	StrSkillExtraSummon		2	7	40	MasteryBonus		7		74	StrMastSynergyRate		10	0			0
weapon block	2	2	2	2	28		skWeaponBlock	sdWeaponBlock	sdWeaponBlock	skWeaponBlock																	74	StrSkill24		(blvl==20)?75:dm12																																																				40	MasteryBonus		7		74	StrMastBlockChanceWB		75																										0			0
cloak of shadows	2	2	3	2	30		skCloakOfShadows	sdCloakOfShadows	sdCloakOfShadows	skCloakOfShadows																	36	StrSkillDurationSingular	StrSkill20	ln34	25	36	StrCooldown		ln34	25	74	StrSkill25		"-min(ln56,95)"		74	StrSkill21		ln78												36	StrSkill3		usmc	256	36	StrSkillRangeSingular	StrSkill56	dm12*2	3	74	StrMastImmunityBreak		(blvl==20)?40:0												40	MasteryBonus		7		74	StrMastImmunityBreakCloak		40																										0			0
cobra strike	3	2	2	3	8		skCobraStrike	sdCobraStrike	sdCobraStrike	skCobraStrike	5												1				74	StrSkillAssassinCobraStrikeCharge3		2*ln12		74	Eskillpudmana		ln12		74	StrSkillAssassinCobraStrikeCharge1		ln12		74	StrSkill22		toht												36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25																40	MasteryBonus		7		74	StrMastMartialArtsDuration		20																										0			0
blade fury	2	3	3	2	50		skBladeFury	sdBladeFury	sdBladeFury	skBladeFury	24												1				36	EskillPerBlade		usmc	256	75	StrSkill4		pnma	pxma	74	StrSkill22		toht																	74	StrSkill115		par3		74	WeapDamsk		96*100/128																	40	Sksyn	skBladeFury	2		76	Damplev	skBladeSentinel	(blvl==20)?(6 + par8):par8		76	Damplev	skBladeShield	(blvl==20)?(6 + par8):par8		40	MasteryBonus		7		74	StrMastSynergyRate		6											0			0
fade	2	2	1	2	26		skFade	sdFade	sdFade	skFade																	36	StrSkillDurationSingular	StrSkill20	ln56	25	74	StrSkill54		dm12		74	ModStr2uPercent		ln78		74	StrSkill85		dm34												36	StrSkill3		usmc	256																					40	MasteryBonus		7		74	StrMastMaxResist		5																										0			0
shadow warrior	2	3	2	2	34		skShadowWarrior	sdShadowWarrior	sdShadowWarrior	skShadowWarrior																	36	StrSkill3		usmc	256	74	StrSkill21		(lvl-1)*par3		74	StrSkillAttackRating		lvl*par2		13	StrSkill42		(lvl-1)*par1												36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	15	25																																																							0			0
claws of thunder	3	2	1	3	6		skClawsOfThunder	sdClawsOfThunder	sdClawsOfThunder	skClawsOfThunder	20			ltng	enma	exma	ltng	enma+m2en	exma+m2ex	ltng	enma+m2en+m3en	exma+m2ex+m3ex	2		clawsofthundernova	clawsofthunderbolt	75	Eskillthunder3		m3en	m3ex	75	Eskillthunder2		m2en	m2ex	75	Eskillthunder1		enma	exma	74	StrSkill22		toht												36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25																40	Sksyn	skClawsOfThunder	2		76	Ltngdplev	skPhoenixStrike	par8		40	MasteryBonus		7		74	StrMastMartialArtsDuration		20																0			0
dragon tail	3	3	3	3	16		skDragonTail	sdDragonTail	sdDragonTail	skDragonTail	16												5				74	StrSkillFireDamagePercent		ln12		74	StrSkill22		toht																						36	StrSkill3		usmc	256	36	StrSkillRadiusSingular	StrSkill18	par3*2	3																																																		0			0
lightning sentry	1	3	1	1	52		skLightningSentry	sdLightningSentry	sdLightningSentry	skLightningSentry	5																75	StrSkill7		enma	exma																										36	StrSkill3		usmc	256	74	ESkillShoots		(blvl==20)?:(2*par1):par1		74	StrSkillMaxTraps		pets												40	Sksyn	skLightningSentry	2		76	Ltngdplev	skShockWeb	par8		76	Ltngdplev	skChargedBoltSentry	par8		75	StrSkillExtraSummon		2	7	40	MasteryBonus		7		74	StrMastGreaterSentry		20						0			0
inferno sentry	1	3	2	1	54		skWakeOfInferno	sdWakeOfInferno	sdWakeOfInferno	skWakeOfInferno	8																75	StrSkillFireDamageAveragePerSecond		enms*12/256	exms*12/256																										36	StrSkill3		usmc	256	36	StrSkillRangeSingular	StrSkill56	(ln34/2 + skill('Death Sentry'.blvl)	3	74	ESkillShoots		(blvl==20)?:(2*par1):par1		74	StrSkillMaxTraps		pets							40	Sksyn	skWakeOfInferno	2		76	InfernoRange	skDeathSentry			76	Firedplev	skFireTrauma	par8		76	Firedplev	skWakeOfFire	par8		75	StrSkillExtraSummon		2	7	40	MasteryBonus		7		74	StrMastGreaterSentry		20	0			0
mind blast	3	4	1	3	36		skMindBlast	sdMindBlast	sdMindBlast	skMindBlast	5																74	StrSkill99		dm56		36	StrSkillStunLengthSingular	StrSkill48	"min(250,edln)"	25	75	StrSkill4		pnma	pxma																36	StrSkill3		usmc	256	75	StrSkillDurationRange		par3/25	(par3+par4)/25	36	StrSkillRadiusSingular	StrSkill18	rng*2	3											40	MasteryBonus		7		74	StrMastRadius		20																										0			0
blades of ice	3	3	1	3	12		skBladesOfIce	sdBladesOfIce	sdBladesOfIce	skBladesOfIce	20			cold	enma	exma	cold	enma	exma	cold	enma	exma	2				36	Eskillbladesofice3		edln	25	36	Eskillbladesofice2		par1*2	3	75	Eskillbladesofice1		enma	exma	74	StrSkill22		toht												36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25																40	Sksyn	skBladesOfIce	2		76	Colddplev	skPhoenixStrike	par8		40	MasteryBonus		7		74	StrMastMartialArtsDuration		20																0			0
dragon flight	3	3	3	3	18		skDragonFlight	sdDragonFlight	sdDragonFlight	skDragonFlight	15												5				74	Eskillkickdamage		clc1		74	StrSkill22		toht																						36	StrSkill3		usmc	256	36	StrSkillRangeSingular	StrSkill56	rng*2	3																40	MasteryBonus		7		74	StrMastDragonDamage		435																										0			0
death sentry	1	4	1	1	58		skDeathSentry	sdDeathSentry	sdDeathSentry	skDeathSentry	5																36	StrSkillRadiusSingular	StrSkill18	skill('mon death sentry'.par3) + skill('mon death sentry'.par4) * (lvl - 1)	3	75	StrSkill39		enma	exma																					36	StrSkill3		usmc	256	74	ESkillShoots		par1 + skill('Fire Trauma'.blvl)/3		75	Corexpdam		skill('mon death sentry'.clc1)	skill('mon death sentry'.clc2)											40	MasteryBonusNS		7		18	StrMastDeathSentry																												0			0
blade shield	2	3	2	2	56		skBladeShield	sdBladeShield	sdBladeShield	skBladeShield	5												1				36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	ln12	25	75	StrSkill4		pnma	pxma																36	StrSkillRadiusSingular	StrSkill18	par4*2	3	74	WeapDamsk		96*100/128																	40	Sksyn	skBladeShield	2		76	Damplev	skBladeSentinel	par8		76	Damplev	skBladeFury	par8		40	MasteryBonus		7		74	StrMastNextHitDelay		80											0			0
venom	2	3	1	2	32		skVenom	sdVenom	sdVenom	skVenom																	36	StrSkillDurationSingular	StrSkill20	ln12	25	36	StrSkillPoisonLengthSingular	StrSkill63	edln	25	75	StrSkill8		enms*edln/256	exms*edln/256																36	StrSkill3		usmc	256	74	StrMastPoisonAll		(blvl==20)?25:0																	40	MasteryBonus		7		74	StrMastPoisonAll		25																										0			0
