name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight	spelldesc	spelldescstr	calc1	spelldesccalc	spelldesccolor
Partizan	pole	2wpn	9pa	hal	9pa	0		4	1	0	xxx			0	0		1	43	94	0	0	3	10	100		113	67	164		35	1	23	4322	41821		383	pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypePolearm2	10		
Bec-de-Corbin	pole	2wpn	9h9	pax	9h9	0		4	1	0	xxx			0	0		1	17	107	0	0	4		100		133	91	138		51	1	25	6734	91464		383	hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypePolearm3			
Giant Thresher	scyt	2wpn	9wc	scy	9wc	0		3	1	0	xxx			0	0		1	38	88	0	0	4	-20	100	50	100		138		55	1	25	8371	121104		315	wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeScythe5	-20		
Jo Staff	sstf	2wpn	8ss	bst	8ss	0		2	1	0	xxx			0	0		1	8	27	0	0	1	-10	100		25		50		30	1	18	643	8324	1	383	sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeStaff4	-10		
Quarterstaff	sstf	2wpn	8ls	sst	8ls	0		2	1	0	xxx			0	0		1	10	33	0	0	1		100		25		76		35	1	23	1351	15823	1	383	lst	8ls	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeStaff3			
Cedar Staff	sstf	2wpn	8cs	cst	8cs	0		2	1	0	xxx			0	0		1	14	40	0	0	1	10	100		25		88		38	1	25	2078	24045	1	383	cst	8cs	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeStaff2	10		
Gothic Staff	sstf	2wpn	8bs	sst	8bs	0		2	1	0	xxx			0	0		1	18	43	0	0	1		100		25		100		42	1	25	3175	38040	1	383	bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeStaff3			
Rune Staff	sstf	2wpn	8ws	lst	8ws	0		2	1	0	xxx			0	0		1	30	73	0	0	1	20	100		25		126		47	1	25	5004	63997	1	383	wst	8ws	6ws	stf	stf	5	staf	2	4					flpwst	invwst	inv8wsu	inv8wsu	1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeStaff1	20		
Edge Bow	bow	2wpn	8sb	sbw	8sb	0		2	1	0	xxx			0	0		1	8	24	0	0		5		100	25	43	50		30	1	18	480	7100		383	sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow2	5		
Razor Bow	bow	2wpn	8hb	sbw	8hb	0		2	1	0	xxx			0	0		1	10	28	0	0		-10		100	25	62	80		33	1	21	1080	12710		383	hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow4	-10		
Cedar Bow	bow	2wpn	8lb	lbw	8lb	0		2	1	0	xxx			0	0		1	13	37	0	0				100	53	49	70		35	1	23	1416	16390		383	lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw	inv8lbu	inv8lbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow3			
Double Bow	bow	2wpn	8cb	lbw	8cb	0		2	1	0	xxx			0	0		1	14	33	0	0		-10		100	58	73	90		39	1	25	1985	23752		383	cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow4	-10		
Short Siege Bow	bow	2wpn	8s8	sbb	8s8	0		2	1	0	xxx			0	0		1	17	38	0	0				100	65	80	100		43	1	25	2748	34341		383	sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	inv8s8u	inv8s8u	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow3			
Long Siege Bow	bow	2wpn	8l8	lbb	8l8	0		2	1	0	xxx			0	0		1	13	53	0	0		10		100	80	95	110		46	1	25	3948	50502		383	lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow2	10		
Rune Bow	bow	2wpn	8sw	sbb	8sw	0		2	1	0	xxx			0	0		1	18	44	0	0				100	73	103	120		49	1	25	6240	81840		383	swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow3			
Gothic Bow	bow	2wpn	8lw	lbb	8lw	0		2	1	0	xxx			0	0		1	13	63	0	0		10		100	95	118	138		52	1	25	8820	120360		383	lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow2	10		
Arbalest	bow	2wpn	8lx	lxb	8lx	0		2	1	0	xxx			0	0		1	18	34	0	0		-10		100	52	61	76		34	1	22	2167	22321		383	lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	inv8lxu	inv8lxu	1	4	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow4	-10		
Siege Crossbow	bow	2wpn	8mx	lxb	8mx	0		2	1	0	xxx			0	0		1	25	53	0	0				100	80	70	100		40	1	25	5868	63180		383	mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	inv8mxu	inv8mxu	1	5	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow3			
Ballista	bow	2wpn	8hx	hxb	8hx	0		2	1	0	xxx			0	0		1	42	69	0	0		10		100	110	80	126		47	1	25	10070	123527		383	hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow2	10		
Chu-Ko-Nu	bow	2wpn	8rx	hxb	8rx	0		2	1	0	xxx			0	0		1	18	40	0	0		-60		100	80	95	100		54	1	25	6814	97884		383	rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	5	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow5	-60		
Khalim's Flail	mace		qf1	fla	qf1	0				0	xxx			2	19			0	0	0	0		-10	100		41	35	76		0	1	0	1130	0		383	fla			1hs	1hs	5	1hsl	2	3					flpfla	invqf1					0		0	item_sword	12	item_sword	1	0	5	0	0	0	17	1	0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	0	0		4	ItemTypeMace4	-10		
Khalim's Will	mace		qf2	fla	qf2	0				0	xxx			2	19			0	0	0	0		-10	100				76		0	1	0	1130	0		383	fla			1hs	1hs	5	1hsl	2	3					flpfla	invqf2					0		0	item_sword	12	item_sword	1	0	5	0	0	0	17	1	0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	0	0		4	ItemTypeMace4	-10		
Expansion														0	0			0	0	0	0																																																																																																																																																							
Katar	h2h	1wpn	ktr	ktr	ktr	100		2	1	0	xxx			5	9			0	0	0	0	1	-10	75	75	20	20	120		1	1	0	58	614		371	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	1	2		1	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	wrb	btl	1	0		4	ItemTypeHandToHand4	-10		
Wrist Blade	h2h	1wpn	wrb	ktr	wrb	100		2	1	0	xxx			7	12			0	0	0	0	1		75	75	33	33	130		9	1	0	176	1796		371	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	1	1		1	1					1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	axf	skr	1	0		4	ItemTypeHandToHand3			
Hatchet Hands	h2h	1wpn	axf	axf	axf	100		2	1	0	xxx			3	19			0	0	0	0	1	10	75	75	37	37	140		12	1	0	373	2818		371	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255	1	1	1	1	20					255					255		1	1	1	20					255					255					255					255					255					255					255					255					255					255	1	2	0	ces	clw	1	0		4	ItemTypeHandToHand2	10		
Cestus	h2h	1wpn	ces	axf	ces	100		2	1	0	xxx			9	19			0	0	0	0	1		75	75	42	42	180		15	1	0	411	3542		371	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255	1	1	1	1	20					255					255					255					255					255					20					255					255					255					255					255					255					255	1	2	0	clw	btl	1	0		4	ItemTypeHandToHand3			
Claws	h2h	1wpn	clw	clw	clw	100		2	1	0	xxx			10	19			0	0	0	0	1	-10	75	75	46	46	160		18	1	0	546	4759		371	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255	1	1	1	1	20					255					255					255		1	1	1	20					255					255					255					255					255					255	1	2	0	btl	xxx	1	0		4	ItemTypeHandToHand4	-10		
Blade Talons	h2h	1wpn	btl	clw	btl	100		2	1	0	xxx			13	18			0	0	0	0	1	-20	75	75	50	50	174		21	1	0	678	6157		371	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255	1	1			255					255					255					255	1	1		1	20					255					255					255					255					20					255	1	2	0	xxx	xxx	1	0		4	ItemTypeHandToHand5	-20		
Scissors Katar	h2h	1wpn	skr	skr	skr	100		2	1	0	xxx			12	22			0	0	0	0	1	-10	75	75	55	55	170		24	1	0	823	7839		371	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255	1	1		1	20					20	1	1	1	1	20					20					255	1	2	0	xxx	xxx	1	0		4	ItemTypeHandToHand4	-10		
Quhab	h2h	1wpn	9ar	ktr	9ar	100		2	1	0	xxx			14	30			0	0	0	0	1		75	75	57	57	120		28	1	21	1867	16370		371	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeHandToHand3			
Wrist Spike	h2h	1wpn	9wb	ktr	9wb	100		2	1	0	xxx			17	34			0	0	0	0	1	-10	75	75	66	66	140		32	1	24	3362	30599		371	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeHandToHand4	-10		
Fascia	h2h	1wpn	9xf	axf	9xf	100		2	1	0	xxx			10	47			0	0	0	0	1	10	75	75	69	69	160		36	1	27	3362	34362		371	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeHandToHand2	10		
Hand Scythe	h2h2	1wpn	9cs	axf	9cs	100		2	1	0	xxx			20	47			0	0	0	0	1	-10	75	75	73	73	180		41	1	30	2371	28905		371	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeHandToHand4	-10		
Greater Claws	h2h2	1wpn	9lw	clw	9lw	100		2	1	0	xxx			23	47			0	0	0	0	1	-20	75	75	76	76	130		45	1	33	4049	50549		371	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeHandToHand5	-20		
Greater Talons	h2h2	1wpn	9tw	clw	9tw	100		2	1	0	xxx			27	44			0	0	0	0	1	-30	75	75	79	79	174		50	1	37	7433	98410		371	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeHandToHand5	-30		
Scissors Quhab	h2h2	1wpn	9qr	skr	9qr	100		2	1	0	xxx			24	50			0	0	0	0	1		75	75	82	82	170		54	1	40	11378	159508		371	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeHandToHand3			
Suwayyah	h2h2	1wpn	7ar	ktr	7ar	100		2	1	0	xxx			49	65			0	0	0	0	1		75	75	99	99	120		59	1	44	12964	197619		371	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeHandToHand3			
Wrist Sword	h2h2	1wpn	7wb	ktr	7wb	100		2	1	0	xxx			43	57			0	0	0	0	1	-10	75	75	105	105	140		62	1	46	13597	217450		371	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeHandToHand4	-10		
War Fist	h2h2	1wpn	7xf	axf	7xf	100		2	1	0	xxx			55	67			0	0	0	0	1	10	75	75	108	108	160		68	1	51	12627	221962		371	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeHandToHand2	10		
Battle Cestus	h2h2	1wpn	7cs	axf	7cs	100		2	1	0	xxx			45	53			0	0	0	0	1	-10	75	75	110	110	180		73	1	54	12430	234640		371	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeHandToHand4	-10		
Feral Claws	h2h2	1wpn	7lw	clw	7lw	100		2	1	0	xxx			28	67			0	0	0	0	1	-20	75	75	113	113	130		78	1	58	12828	258446		371	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeHandToHand5	-20		
Runic Talons	h2h2	1wpn	7tw	clw	7tw	100		2	1	0	xxx			30	55			0	0	0	0	1	-30	75	75	115	115	174		81	1	60	13917	290415		371	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeHandToHand5	-30		
Scissors Suwayyah	h2h2	1wpn	7qr	skr	7qr	100		2	1	0	xxx			50	64			0	0	0	0	1		75	75	118	118	170		85	1	64	14402	315034		371	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeHandToHand3			
Tomahawk	axe	1wpn	7ha	hax	7ha	100		3	1	0	xxx			42	73			0	0	0	0			100		125	67	70		54	1	40	11226	157456		383	hax	9ha	7ha	1hs	1hs	5	1hsl	1	3					flphax	invhax	invhaxu	invhaxu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0		4	ItemTypeAxe3			
Small Crescent	axe	1wpn	7ax	axe	7ax	100		4	1	0	xxx			48	75			0	0	0	0	1	10	100		115	83	60		61	1	45	12625	199128		383	axe	9ax	7ax	1hs	1hs	5	1hsl	2	3					flpaxe	invaxe	invaxeu	invaxeu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0		4	ItemTypeAxe2	10		
Ettin Axe	axe	1wpn	72a	axe	72a	100		4	1	0	xxx			42	83			0	0	0	0	1	10	100		145	45	60		70	1	52	10797	196444		383	2ax	92a	72a	1hs	1hs	5	1hsl	2	3					flp2ax	inv2ax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0		4	ItemTypeAxe2	10		
Reaper Sickle	scyt	1wpn	7mp	axe	7mp	100		4	1	0	xxx			38	60			0	0	0	0	1	-10	100		133	54	66		79	1	59	12886	262906		314	mpi	9mp	7mp	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi	invmpiu	invmpiu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeScythe4	-10		
Berserker Axe	axe	1wpn	7wa	hax	7wa	100		4	1	0	xxx			30	89			0	0	0	0	2		100		138	59	66		85	1	64	12766	280269		383	wax	9wa	7wa	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeAxe3			
Feral Axe	axe	2wpn	7la	lax	7la	100		4	1	0	xxx			0	0		1	32	154	0	0	2	-15	100		196		76		57	1	42	13944	204902		383	lax	9la	7la	stf	stf	5	2hsl	2	3					flplax	invlax			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeAxe4	-15		
Silver-edged Axe	axe	2wpn	7ba	lax	7ba	100		4	1	0	xxx			0	0		1	78	138	0	0	2		100		166	65	88		65	1	48	15165	253428		383	bax	9ba	7ba	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeAxe3			
Decapitator	axe	2wpn	7bt	btx	7bt	100		4	1	0	xxx			0	0		1	62	172	0	0	2	10	100		189	33	100		73	1	54	13102	246904		383	btx	9bt	7bt	stf	stf	5	2hsl	2	3					flpbtx	invbtx	invbtxu	invbtxu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0		4	ItemTypeAxe2	10		
Champion Axe	axe	2wpn	7ga	btx	7ga	100		4	1	0	xxx			0	0		1	88	175	0	0	2	-10	125		200		126		82	1	61	15396	324318		317	gax	9ga	7ga	stf	stf	5	2hsl	2	4					flpgax	invgax	invgaxu	invgaxu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeAxe4	-10		
Glorious Axe	axe	2wpn	7gi	gix	7gi	100		4	1	0	xxx			0	0		1	75	207	0	0	3	10	125		225		126		85	1	66	14745	322327		317	gix	9gi	7gi	stf	stf	5	2hsl	2	3					flpgix	invgix			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeAxe2	10		
Polished Wand	nwnd	1wpn	7wn	wnd	7wn	100		1	1	0	xxx			23	42			0	0	0	0			100		25		56		55	1	41	7530	109532		312	wnd	9wn	7wn	1hs	1hs	5	1hss	1	2					flpwnd	invwnd			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeWand3			
