name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	normcode	ubercode	ultracode	auto prefix	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
Blood Contract	0	100	0	0	0			1	1	0	1	1		b62	b62	b58	b62	b62	b62		16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	b62d			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Blood Contract	0	100	0	0	0			1	1	0	1	1		b63	b63	b58	b63	b63	b63		16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	b63d			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
GemVein	0	100	1	0	1			999	1	0	1	1		y33	y33	y33	y33	y33	y33		16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	ENHC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Socket Remover	0	100	1	0	1			999	1	0	1	1		b64	b64	b64	b64	b64	b64		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	RGFT		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	srmv				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Super Socket Remover	0	100	1	0	1			999	1	0	1	1		b65	b65	b64	b65	b65	b65		16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	RGFT		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	ssrmv				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K01	K01	K01	K01	K01	K01		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						11					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K02	K01	K01	K02	K02	K02		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						12					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K03	K01	K01	K03	K03	K03		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						13					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K04	K01	K01	K04	K04	K04		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						14					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K05	K01	K01	K05	K05	K05		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						15					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K06	K01	K01	K06	K06	K06		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						16					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K07	K01	K01	K07	K07	K07		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						17					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K08	K01	K01	K08	K08	K08		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						18					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K09	K01	K01	K09	K09	K09		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						19					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K10	K01	K01	K10	K10	K10		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						20					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K11	K01	K01	K11	K11	K11		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						21					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K12	K01	K01	K12	K12	K12		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						22					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K13	K01	K01	K13	K13	K13		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						23					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K14	K01	K01	K14	K14	K14		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						24					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K15	K01	K01	K15	K15	K15		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						25					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K16	K01	K01	K16	K16	K16		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						26					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K17	K01	K01	K17	K17	K17		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						27					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K18	K01	K01	K18	K18	K18		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						28					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K19	K01	K01	K19	K19	K19		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						29					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K20	K01	K01	K20	K20	K20		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						30					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K21	K01	K01	K21	K21	K21		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						31					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K22	K01	K01	K22	K22	K22		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						32					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K23	K01	K01	K23	K23	K23		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						33					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K24	K01	K01	K24	K24	K24		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						34					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K25	K01	K01	K25	K25	K25		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						35					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K26	K01	K01	K26	K26	K26		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						36					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K27	K01	K01	K27	K27	K27		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						37					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K28	K01	K01	K28	K28	K28		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						38					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K29	K01	K01	K29	K29	K29		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						39					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K30	K01	K01	K30	K30	K30		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						40					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K31	K01	K01	K31	K31	K31		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						41					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K32	K01	K01	K32	K32	K32		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						42					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K33	K01	K01	K33	K33	K33		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						43					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K34	K01	K01	K34	K34	K34		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						44					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K35	K01	K01	K35	K35	K35		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						45					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K36	K01	K01	K36	K36	K36		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						46					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K37	K01	K01	K37	K37	K37		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						47					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K38	K01	K01	K38	K38	K38		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						48					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K39	K01	K01	K39	K39	K39		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						49					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K40	K01	K01	K40	K40	K40		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						50					4	TrialTicketDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K41	K01	K01	K41	K41	K41		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						11					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K42	K01	K01	K42	K42	K42		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						12					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K43	K01	K01	K43	K43	K43		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						13					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K44	K01	K01	K44	K44	K44		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						14					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K45	K01	K01	K45	K45	K45		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						15					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K46	K01	K01	K46	K46	K46		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						16					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K47	K01	K01	K47	K47	K47		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						17					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K48	K01	K01	K48	K48	K48		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						18					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K49	K01	K01	K49	K49	K49		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						19					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K50	K01	K01	K50	K50	K50		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						20					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K51	K01	K01	K51	K51	K51		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						21					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K52	K01	K01	K52	K52	K52		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						22					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K53	K01	K01	K53	K53	K53		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						23					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K54	K01	K01	K54	K54	K54		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						24					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K55	K01	K01	K55	K55	K55		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						25					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K56	K01	K01	K56	K56	K56		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						26					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K57	K01	K01	K57	K57	K57		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						27					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K58	K01	K01	K58	K58	K58		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						28					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K59	K01	K01	K59	K59	K59		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						29					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K60	K01	K01	K60	K60	K60		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						30					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K61	K01	K01	K61	K61	K61		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						31					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
TT Ticket	0	100	1	0	1			1	1	0	1	1		K62	K01	K01	K62	K62	K62		16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	tckt		item_charm	12	item_charm	0	0	5	0	0	0	1	1	100	1			0	-1	-1						32					4	TrialTicketDescB				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
