index	*ID	version	enabled	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Duskdeep	300	0	1			1	1	23	17	fhl	Full Helm		5	5000	lgry			D2R_Jank				light		-2	-2	res-all		15	15	red-dmg		7	7	dmg-max		8	8	ac		10	20	ac%		30	50																										0
Howltusk	301	0	1			1	1	34	25	ghm	Great Helm		5	5000	dgry	dgry		D2R_Jank				red-mag		2	2	thorns		3	3	ac%		80	80	dmg-to-mana		35	35	howl		33	33																														0
Undead Crown	302	0	1			1	1	39	29	crn	Crown (Paladin)		5	5000	blac	blac		D2R_Jank				pal		1	1	lifesteal		5	5	mana		10	10	res-pois		25	25	dmg-pois	200	102	102																														0
The Face of Horror	303	0	1			1	1	27	20	msk	Mask		5	5000	lblu	lblu		D2R_Jank				howl		64	64	str		20	20	res-all		10	10	dmg-undead		50	50	ac		25	25	addxp		2	5																										0
Greyform	304	0	1			1	1	1	3	qui	Quilted Armor		5	5000	lgry	lgry		D2R_Jank				red-mag		3	3	res-cold		20	20	res-fire		20	20	dex		10	10	lifesteal		5	5	ac		20	20																										0
Blinkbats Form	305	0	1			1	1	16	12	lea	Leather Armor		5	5000	dred	dred		D2R_Jank				ac-miss		50	50	move		10	10	ac		25	25	fire-min		3	3	fire-max		6	6	balance		40	40	addxp		2	5																						0
The Centurion	306	0	1			1	1	19	14	hla	Hard Leather		5	5000	cred	cred		D2R_Jank				ac		30	30	att		50	50	red-dmg		2	2	hp		15	15	mana		15	15	regen-mana		15	15	regen		5	5	addxp		5	5																		0
Twitchthroe	307	0	1			1	1	22	16	stu	Studded Leather		5	5000	lgrn	lgrn		D2R_Jank				swing		20	20	dex		10	10	block		25	25	ac		25	25	str		10	10	balance		20	20	addxp		2	5																						0
Darkglow	308	0	1			1	1	19	14	rng	Ring Mail		5	5000	dgrn	dgrn		D2R_Jank				att		20	20	res-all-max		5	5	light		3	3	ac-hth		50	50	res-all		10	10	ac%		70	100	addxp		2	5																						0
Hawkmail	309	0	1			1	1	20	15	scl	Scale Mail		5	5000	cgrn	cgrn		D2R_Jank				ac%		80	100	res-cold-max		15	15	res-cold		15	15	nofreeze		1	1	move		10	10	addxp		2	5																										0
Sparking Mail	310	0	1			1	1	23	17	chn	Chain Mail		5	5000	lyel	lyel		D2R_Jank				ac%		75	85	dmg-ltng		1	20	light-thorns		10	14	res-ltng		30	30	addxp		2	5																														0
Venomsward	311	0	1			1	1	27	20	brs	Breast Plate		5	5000	dyel	dyel		D2R_Jank				res-pois-max		15	15	res-pois-len		50	50	res-pois		90	90	light		2	2	ac%		60	100																														0
Iceblink	312	0	1			1	1	30	22	spl	Splint Mail		5	5000	lgld	lgld		D2R_Jank				freeze		1	1	res-cold		30	30	light		4	4	red-mag		1	1	ac%		70	80																														0
Boneflesh	313	0	1			1	1	35	26	plt	Plate Mail		5	5000	dgld	dgld		D2R_Jank				lifesteal		5	5	ac%		100	120	att		35	35	openwounds		10	10																																		0
Rockfleece	314	0	1			1	1	38	28	fld	Field Plate		5	5000	dgry	dgry		D2R_Jank				ease		-10	-10	ac%		100	130	red-dmg%		10	10	red-dmg		5	5	str		5	5																														0
Rattlecage	315	0	1			1	1	39	29	gth	Gothic Plate		5	5000	dpur	dpur		D2R_Jank				howl		52	52	att		45	45	crush		15	15	ac		200	200	addxp		2	5																														0
Goldskin	316	0	1			1	1	38	28	ful	Full Plate Mail		5	5000	oran			D2R_Jank				ac%		120	150	res-all		35	35	thorns		10	10	light		2	2	gold%		100	100																														0
Victors Silk	317	0	1			1	1	38	28	aar	AncientArmor		5	5000	dblu			D2R_Jank				manasteal		5	5	allskills		1	1	light		2	2	ac%		100	120																																		0
Heavenly Garb	318	0	1			1	1	39	29	ltp	Light Plate		5	5000	cblu	cblu		D2R_Jank				ac%		100	100	res-all		10	10	regen-mana		25	25	enr		15	15	dmg-undead		50	50	att-undead		100	100																										0
Pelta Lunata	319	0	1			1	1	1	3	buc	Buckler		5	5000	whit			D2R_Jank				ac		30	30	vit		10	10	str		2	2	enr		10	10	ac%		30	40	block		20	20	blockrate		40	40	dur		8	12	smite		2	3														0
Umbral Disk	320	0	1			1	1	12	9	sml	Small Shield		5	5000	lgry			D2R_Jank				stupidity		1	1	dex		10	10	ac		30	30	hp		20	20	light		-2	-2	ac%		40	50	block		30	30	dur		10	15	smite		3	4														0
Stormguild	321	0	1			1	1	18	13	lrg	Large Shield (Zon)		5	5000	dgry			D2R_Jank				red-mag		1	1	res-ltng		25	25	ac		30	30	dmg-ltng		1	6	ac%		50	60	block		30	30	light-thorns		3	3	dur		10	15	smite		3	4														0
Steelclash	322	0	1			1	1	23	17	kit	Kite Shield		5	5000	blac			D2R_Jank				block		25	25	pal		1	1	red-dmg		3	3	light		3	3	ac%		60	100	blockrate		20	20	res-all		15	15	ac		20	20	dur		15	20	smite		7	8										0
Bverrit Keep	323	0	1			1	1	26	19	tow	Tower Shield		5	5000	lblu			D2R_Jank				ac		30	30	res-fire		75	75	str		5	5	red-mag		5	5	ac%		80	120	block		10	10	dur		80	100	smite		6	7																		0
The Ward	324	0	1			1	1	35	26	gts	Gothic Shield		5	5000	dblu			D2R_Jank				ac		40	40	red-mag		2	2	str		10	10	block		10	10	ac%		100	100	res-all		30	50	smite		5	6																						0
The Hand of Broc	325	0	1			1	1	3	5	lgl	Gloves		5	5000	cblu	cblu		D2R_Jank				manasteal		3	3	lifesteal		3	3	res-pois		10	10	mana		20	20	ac		10	10	ac%		10	20	addxp		2	5																						0
Bloodfist	326	0	1			1	1	12	9	vgl	Heavy Gloves		5	5000	oran	oran		D2R_Jank				dmg-min		5	5	hp		40	40	balance		30	30	ac		10	10	ac%		10	20	swing		10	10	addxp		2	5																						0
Chance Guards	327	0	1			1	1	20	15	mgl	Bracers		5	5000	lred	lred		D2R_Jank				gold%		200	200	mag%		25	40	att		25	25	ac		15	15	light		2	2	ac%		20	30																										0
Magefist	328	0	1			1	1	31	23	tgl	Light Gauntlets		5	5000	lgry	lgry		D2R_Jank				cast		20	20	regen-mana		25	25	fireskill		1	1	dmg-fire		1	6	ac		10	10	ac%		20	30																										0
Frostburn	329	0	1			1	1	39	29	hgl	Gauntlets		5	5000	dred	dred		D2R_Jank				ac		30	30	dmg%		5	5	mana%		40	40	dmg-cold	50	1	6	ac%		10	20																														0
Hotspur	330	0	1			1	1	7	5	lbt	Leather Boots		5	5000	cred	cred		D2R_Jank				res-fire-max		15	15	hp		15	15	dmg-fire		3	6	ac		6	6	res-fire		45	45	ac%		10	20	addxp		2	5																						0
Gorefoot	331	0	1			1	1	12	9	vbt	Heavy Boots		5	5000	dblu	dblu		D2R_Jank				bloody		3	5	move		20	20	manasteal		2	2	thorns		2	2	ac		12	12	ac%		20	30	skill	Leap Attack	2	2	addxp		2	5																		0
Treads of Cthon	332	0	1			1	1	20	15	mbt	Chain Boots		5	5000	lgrn	lgrn		D2R_Jank				move		30	30	ac-miss		50	50	extra-mag		5	10	hp		10	10	ac		12	12	ac%		30	40	addxp		2	5																						0
Goblin Toe	333	0	1			1	1	30	22	tbt	Light Plate Boots		5	5000	dgry	dgry		D2R_Jank				crush		10	10	red-dmg		1	1	red-mag		1	1	ac		15	15	light		-1	-1	ac%		50	60																										0
Tearhaunch	334	0	1			1	1	39	29	hbt	Plate Boots		5	5000	dgrn	dgrn		D2R_Jank				ac		35	35	str		5	5	dex		5	5	move		20	20	res-all		10	10	ac%		60	80	aura	Vigor_I	1	1																						0
Lenyms Cord	335	0	1			1	1	10	7	lbl	Sash		5	5000	cgrn	cgrn		D2R_Jank				mana		15	15	regen-mana		30	30	res-all		5	5	light		1	1	addxp		8	10																														0
Snakecord	336	0	1			1	1	16	12	vbl	Light Belt		5	5000	blac	blac		D2R_Jank				dmg-pois	75	40	40	res-pois		25	25	ac		10	10	ac%		20	30	regen		5	5	res-pois-len		50	50	addxp		2	5																						0
Nightsmoke	337	0	1			1	1	27	20	mbl	Belt		5	5000	lyel	lyel		D2R_Jank				res-all		10	10	dmg-to-mana		50	50	mana		20	20	red-dmg		2	2	ac		15	15	ac%		30	50	addxp		2	5																						0
Goldwrap	338	0	1			1	1	36	27	tbl	Heavy Belt		5	5000	lblu	lblu		D2R_Jank				mag%		30	30	light		2	2	ac		25	25	swing		10	10	ac%		40	60	gold%		50	80																										0
Bladebuckle	339	0	1			1	1	39	29	hbl	Girdle		5	5000	dyel	dyel		D2R_Jank				thorns		8	8	ac		30	30	red-dmg		3	3	str		5	5	dex		10	10	ac%		80	100	balance		30	30																						0
Wormskull	340	0	1			1	1	28	21	bhm	Bone Helm (Necro)		5	5000	lgrn			D2R_Jank				nec		1	1	lifesteal		5	5	ac		40	40	res-pois		50	50	half-freeze		1	1	ac%		30	60	dmg-undead		50	50	att-undead		50	100	skill	Summon Mastery	3	3	addxp		2	5										0
Wall of the Eyeless	341	0	1			1	1	27	20	bsh	Bone Shield (Necro)		5	5000	lgld			D2R_Jank				mana-kill		5	5	manasteal		3	3	cast		20	20	res-pois		20	20	ac%		30	40	ac		10	10	addxp		2	5	smite		3	6																		0
Swordback Hold	342	0	1			1	1	20	15	spk	Spiked Shield		5	5000	lred			D2R_Jank				thorns		5	5	block		20	20	openwounds		15	25	bloody		3	5	ac%		30	60	thorns		5	5	ac		10	10	smite		11	12																		0
Peasent Crown	343	100	1			1	1	36	28	xap	War Hat		3	5000	lgry			D2R_Jank				enr		20	20	vit		20	20	allskills		1	1	move		15	15	regen		6	12	ac%		100	100																										0
Rockstopper	344	100	1			1	1	39	31	xkp	Sallet		3	5000				D2R_Jank				res-ltng		20	40	red-dmg%		10	10	balance		30	30	ac%		160	220	res-fire		20	50	res-cold		20	40	vit		15	15																						0
Stealskull	345	100	1			1	1	43	35	xlm	Casque		3	5000				D2R_Jank				manasteal		5	5	lifesteal		5	5	balance		10	10	swing		10	10	ac%		200	240	mag%		30	50																										0
Darksight Helm	346	100	1			1	1	46	38	xhl	Basinet		3	5000	blac	blac		D2R_Jank				light		-2	-2	ac/lvl	16			nofreeze		1	1	manasteal		5	5	gethit-skill	CTC_DimVision	10	3	gethit-skill	CTC_CloakofShadows	10	2	res-fire		20	40																						0
Valkyrie Wing	347	100	1			1	1	52	44	xhm	Winged Helm		3	5000	lgld			D2R_Jank				ac%		150	200	move		20	20	balance		20	20	ama		1	2	mana-kill		2	4																														0
Crown of Thieves	348	100	1			1	1	57	49	xrn	Grand Crown (Paladin)		3	5000	dgld	dgld		D2R_Jank				dex		25	25	lifesteal		9	12	hp		50	50	mana		35	35	res-fire		33	33	ac%		160	200	gold%		80	100																						0
Blackhorn's Face	349	100	1			1	1	49	41	xsk	Death Mask		3	5000	blac	blac		D2R_Jank				light-thorns		25	25	slow		20	20	noheal		1	1	abs-ltng		20	20	res-ltng		15	15	ac%		180	220																										0
The Spirit Shroud	350	100	1			1	1	36	28	xui	Ghost Armor		3	5000				D2R_Jank				nofreeze		1	1	allskills		1	1	red-mag		7	11	regen		10	10	ac%		150	150																														0
Skin of the Vipermagi	351	100	1			1	1	37	29	xea	Serpentskin Armor		3	5000	dblu	dblu		D2R_Jank				ac%		120	120	res-all		20	35	cast		30	30	red-mag		9	13	allskills		1	1																														0
Skin of the Flayerd One	352	100	1			1	1	39	31	xla	Demonhide Armor		3	5000	lred	lred		D2R_Jank				rep-dur	10			regen		15	25	dur		30	30	lifesteal		5	7	ac%		150	190	thorns		15	15																										0
Ironpelt	353	100	1			1	1	41	33	xtu	Tresllised Armor		3	5000	dgry	dgry		D2R_Jank				dur		125	125	hp		25	25	red-mag		10	16	red-dmg		15	20	ac/lvl	24			ac%		50	100																										0
Spiritforge	354	100	1			1	1	43	35	xng	Linked Mail		3	5000				D2R_Jank				light		4	4	hp/lvl	10			dmg-fire		20	65	res-fire		5	5	ac%		120	160	str		15	15	sock	2																								0
Crow Caw	355	100	1			1	1	45	37	xcl	Tigulated Mail		3	5000				D2R_Jank				openwounds		15	15	ac%		150	180	dex		15	15	balance		15	15	swing		15	15	charged	Murder Calling	30	10																										0
Shaftstop	356	100	1			1	1	46	38	xhn	Mesh Armor		3	5000	dgry			D2R_Jank				ac-miss		250	250	red-dmg%		30	30	hp		60	60	ac%		180	220																																		0
Duriel's Shell	357	100	1			1	1	49	41	xrs	Cuirass		3	5000	oran	oran		D2R_Jank				str		15	15	ac/lvl	10			hp/lvl	8			ac%		160	200	res-fire		20	20	res-ltng		20	20	res-pois		20	20	res-cold		50	50	nofreeze		1	1	dur		100	100										0
Skullder's Ire	358	100	1			1	1	50	42	xpl	Russet Armor		3	5000				D2R_Jank				allskills		1	1	mag%/lvl	10			ac%		160	200	dur		60	60	red-mag		10	10	rep-dur	20																												0
Guardian Angel	359	100	1			1	1	53	45	xlt	Templar Coat		3	5000	lgry	lgry		D2R_Jank				light		4	4	pal		1	1	ac%		180	200	blockrate		30	30	res-all-max		15	15	att-dem/lvl	5			block		20	20																						0
Toothrow	360	100	1			1	1	56	48	xld	Sharktooth Armor		3	5000	whit	whit		D2R_Jank				thorns		20	40	ac		40	60	str		10	10	openwounds		10	15	res-fire		15	15	ac%		160	220	dur		15	15																						0
Atma's Wail	361	100	1			1	1	59	51	xth	Embossed Plate		3	5000				D2R_Jank				dex		15	15	regen		10	10	mana%		15	15	balance		30	30	ac/lvl	16			dur		50	50	ac%		120	160	mag%		20	20																		0
Black Hades	362	100	1			1	1	61	53	xul	Chaos Armor		3	5000				D2R_Jank				light		-2	-2	att-demon		200	250	half-freeze		1	1	sock	3			ac%		140	200	dmg-demon		30	60																										0
Corpsemourn	363	100	1			1	1	63	55	xar	Ornate Armor		3	5000	blac	blac		D2R_Jank				str		8	8	vit		10	10	res-cold		35	35	gethit-skill	CTC_IronMaiden	6	2	ac%		150	180	dmg-fire		12	36	charged	Corpse Explosion	20	10																						0
Que-Hegan's Wisdon	364	100	1			1	1	59	51	xtp	Mage Plate		3	5000				D2R_Jank				cast		20	20	mana-kill		3	3	red-mag		6	10	enr		15	15	balance		20	20	ac%		140	160	allskills		1	1																						0
Visceratuant	365	100	1			1	1	36	28	xuc	Defender		3	5000	dred			D2R_Jank				sor		1	1	blockrate		30	30	block		30	30	ac%		100	150	light-thorns		10	10	smite		12	13																										0
Mosers Blessed Circle	366	100	1			1	1	39	31	xml	Round Shield		3	5000				D2R_Jank				res-all		25	25	block		25	25	sock	2			ac%		180	220	blockrate		30	30	smite		14	15																										0
Stormchaser	367	100	1			1	1	43	35	xrg	Scutum (Zon)		3	5000	cblu	cblu		D2R_Jank				dmg-ltng		1	60	block		20	20	half-freeze		1	1	res-ltng		50	50	att		150	150	ac%		160	220	blockrate		10	10	gethit-skill	CTC_Blizzard	4	6	gethit-skill	CTC_Tornado	4	5	smite		11	15										0
Tiamat's Rebuke	368	100	1			1	1	46	38	xit	Dragon Shield		3	5000	lgry	lgry		D2R_Jank				dmg-cold	150	27	53	dmg-fire		35	95	dmg-ltng		1	120	res-all		25	35	ac%		140	200	gethit-skill	CTC_StaticField	5	9	gethit-skill	CTC_Nova	5	7	gethit-skill	CTC_Meteor	3	6	dur		40	40	smite		26	27										0
Kerke's Sanctuary	369	100	1			1	1	52	44	xow	Pavise		3	5000	lgrn	lgrn		D2R_Jank				red-dmg		11	16	red-mag		14	18	regen		15	15	ac%		180	240	dur		100	100	block		30	30	res-all		20	30	smite		19	20																		0
Radimant's Sphere	370	100	1			1	1	58	50	xts	Ancient Shield		3	5000				D2R_Jank				dmg-pois	100	204	204	gethit-skill	CTC_PoisonNova	5	5	res-pois		75	75	ac%		160	200	block		20	20	blockrate		20	20	charged	Poison Explosion	40	6	dur		20	20	smite		16	17														0
Venom Grip	371	100	1			1	1	37	29	xlg	Demonhide Gloves		5	5000	dgrn			D2R_Jank				res-pois		30	30	res-pois-max		5	5	dmg-pois	100	153	153	crush		5	5	lifesteal		5	5	ac		15	25	ac%		130	160																						0
Gravepalm	372	100	1			1	1	39	32	xvg	Sharkskin Gloves		5	5000				D2R_Jank				enr		10	10	str		10	10	dmg-undead		100	200	att-undead		100	200	ac%		140	180																														0
Ghoulhide	373	100	1			1	1	44	36	xmg	Heavy Bracers		5	5000				D2R_Jank				att-und/lvl	16			dmg-und/lvl	16			manasteal		4	5	hp		20	20	ac%		150	190																														0
Lavagout	374	100	1			1	1	50	42	xtg	Battle Guantlets		5	5000	lyel			D2R_Jank				res-fire		24	24	half-freeze		1	1	hit-skill	CTC_Enchant	2	10	swing		20	20	ac%		150	200	dmg-fire		13	46	dur		20	20																						0
Hellmouth	375	100	1			1	1	55	47	xhg	War Gauntlets		5	5000				D2R_Jank				dmg-fire		15	72	abs-fire		15	15	ac%		150	200	dur		15	15	hit-skill	CTC_Meteor	2	4	hit-skill	CTC_Firestorm	4	12																										0
Infernostride	376	100	1			1	1	37	29	xlb	Demonhide Boots		5	5000				D2R_Jank				dmg-fire		12	33	move		20	20	res-fire-max		10	10	res-fire		30	30	light		2	2	ac%		120	150	gold%		40	70	ac		15	15	gethit-skill	CTC_Blaze	5	8														0
Waterwalk	377	100	1			1	1	40	32	xvb	Sharkskin Boots		5	5000				D2R_Jank				ac-miss		100	100	move		20	20	dex		15	15	ac%		180	210	hp		45	65	res-fire		15	15	res-fire-max		5	5	regen		5	10																		0
Silkweave	378	100	1			1	1	44	36	xmb	Mesh Boots		5	5000				D2R_Jank				ac%		150	190	mana-kill		5	5	ac-miss		200	200	mana%		10	10	move		30	30																														0
Wartraveler	379	100	1			1	1	50	42	xtb	Battle Boots		5	5000				D2R_Jank				vit		10	10	str		10	10	mag%		30	50	dur		30	30	move		25	25	ac%		150	190	dmg-norm		15	25	thorns		5	10	gold%		40	40														0
Gorerider	380	100	1			1	1	55	47	xhb	War Boots		5	5000	dred			D2R_Jank				ease		-25	-25	deadly		10	10	move		30	30	crush		15	15	openwounds		5	10	ac%		160	200	dur		10	10	bloody		1	1																		0
String of Ears	381	100	1			1	1	37	29	zlb	Demonhide Sash		5	5000	lred			D2R_Jank				red-mag		10	15	red-dmg%		10	15	lifesteal		6	8	ac%		150	180	ac		15	15	dur		10	10																										0
Razortail	382	100	1			1	1	39	32	zvb	Sharkskin Belt		5	5000				D2R_Jank				thorns/lvl	8			dex		15	15	pierce		33	33	ac		15	15	ac%		120	150	dmg-max		10	10																										0
Gloomstrap	383	100	1			1	1	45	36	zmb	Mesh Belt		5	5000				D2R_Jank				light		-2	-2	mana%		15	20	manasteal		5	8	ac%		120	150	vit		15	20	regen-mana		15	15																										0
Snowclash	384	100	1			1	1	49	42	ztb	Battle Belt		5	5000				D2R_Jank				gethit-skill	CTC_Blizzard	5	0	abs-cold		15	15	res-cold-max		15	15	dmg-cold	75	13	21	ac%		130	170	oskill	Blizzard	2	2	oskill	Cold Crippler	3	3	oskill	Shiver Armor	2	2																		0
Thudergod's Vigor	385	100	1			1	1	55	47	zhb	War Belt		5	5000				D2R_Jank				gethit-skill	CTC_FistoftheHeavens	5	7	dmg-ltng		1	50	res-ltng-max		10	10	abs-ltng		20	20	ac%		160	200	vit		20	20	str		20	20	skill	Lightning Strike	3	3	skill	Lightning Fury	3	3														0
Vampiregaze	386	100	1			1	1	49	41	xh9	Grim Helm (Necro)		3	5000	cgrn	cgrn		D2R_Jank				manasteal		6	8	lifesteal		6	8	nec		1	1	red-dmg%		15	20	red-mag		10	15	ac%		100	100	dmg-cold	100	6	22																						0
Lidless Wall	387	100	1			1	1	49	41	xsh	Grim Shield (Necro)		3	5000	dgld	dgld		D2R_Jank				light		1	1	allskills		1	1	cast		20	20	mana-kill		3	5	ac%		80	130	enr		10	10	mana%		10	10	smite		14	20																		0
Lance Guard	388	100	1			1	1	43	35	xpk	Barbed Shield		3	5000				D2R_Jank				hp		50	50	balance		30	30	dmg-to-mana		15	15	thorns		47	47	ac%		70	120	deadly		15	15	smite		35	36																						0
Primal Power	389	100	1			1	1	4	3	dr1	Wolf Head		3	5000				D2R_Jank				str		10	10	cdr		10	10	vit		5	15																																						0
Murder of Crows	390	100	1			1	1	8	6	dr2	Hawk Helm		3	5000				D2R_Jank				sum-ex		1	2	ravendmg		45	55	regen-mana		15	15	res-all		5	5																																		0
Cheetah Stance	391	100	1			1	1	16	12	dr3	Antlers		3	5000				D2R_Jank				move		5	10	balance		10	20	swing		5	10	cast		5	10	all-stats		-5	10																														0
Uproar	392	100	1			1	1	20	15	dr4	Falcon Mask		3	5000				D2R_Jank				skill	Roar	5	5	def%		50	50	hp/lvl	12			cold-min		20	20	cold-max		40	40																														0
Flame Spirit	393	100	1			1	1	24	18	dr5	Spirit Mask		3	5000				D2R_Jank				swing		10	20	def%		50	50	skill	Fissure	5	5	fire-min		20	20	fire-max		40	40																														0
Toothless Maw	394	100	1			1	1	4	3	ba1	Jawbone Cap		3	5000				D2R_Jank				skill	Bash	2	2	mana-kill		2	2	dmg%		20	20	all-stats		5	5																																		0
Darkfear	395	100	1			1	1	8	6	ba2	Fanged Helm		3	5000				D2R_Jank				pierce		5	10	swing		20	20	light		-2	-2	att		50	50																																		0
Thermal Shock	396	100	1			1	1	16	12	ba3	Horned Helm		3	5000				D2R_Jank				pierce-cold		5	10	pierce-fire		5	10	cold-min		15	15	cold-max		25	25	fire-min		15	15	fire-max		25	25																										0
Nature's Protector	397	100	1			1	1	20	15	ba4	Assault Helmet		3	5000				D2R_Jank				skill	Natural Resistance	5	5	def%		50	75	res-all		10	15	red-dmg		8	8	red-mag		5	5																														0
Reckless Fury	398	100	1			1	1	24	18	ba5	Avenger Guard		3	5000				D2R_Jank				aura	Might	2	2	swing		-20	-20	hit-skill	Enchant	8	1																																						0
Sigurd's Staunch	399	100	1			1	1	4	3	pa1	Targe		3	5000				D2R_Jank				smite		6	7	block		10	10	move		5	10	def%		30	50																																		0
Caster's Courage	400	100	1			1	1	8	6	pa2	Rondache		3	5000				D2R_Jank				smite		8	9	blockrate		10	10	regen-mana		15	15	enr		10	15																																		0
Briar Patch	401	100	1			1	1	16	12	pa3	Heraldic Shield		3	5000				D2R_Jank				smite		10	11	thorns/lvl	4			gethit-skill	CTCH_IronMaiden	10	2	vit		10	15																																		0
Ricochet	402	100	1			1	1	20	15	pa4	Aerin Shield		3	5000				D2R_Jank				smite		12	13	skill	Shield Toss	5	5	mana-kill		2	2	swing		10	20																																		0
Favored Path	403	100	1			1	1	24	18	pa5	Crown Shield		3	5000				D2R_Jank				smite		16	17	skill	Pass Favour	5	5	res-all		10	20	extra-cold		0	10	extra-fire		0	10	extra-ltng		0	10																										0
Old Friend	404	100	1			1	1	6	4	ne1	Preserved Head		5	5000	dgry	dgry		D2R_Jank				oskill	Raise Skeleton	1	1	oskill	Summon Mastery	1	1	sum-dmg		2	2	sum-hp		3	3	sum-cr		4	4																														0
Decomposed Leader	405	100	1			1	1	10	8	ne2	Zombie Head		5	5000	dred	dred		D2R_Jank				res-pois		20	30	res-pois-len		25	25	half-freeze		1	1	skill	Bone Armor	1	1	blockrate		16	27	res-cold		10	15																										0
Tangled Fellow	406	100	1			1	1	20	16	ne3	Unraveller Head		5	5000	dgld	dgld		D2R_Jank				skilltab	6	2	2	mana		15	25	blockrate		15	15	block		3	4	ac		15	25																														0
Stubborn Stone	407	100	1			1	1	24	20	ne4	Gargoyle Head		5	5000	dblu	dblu		D2R_Jank				skill	Clay Golem	3	3	skill	Summon Mastery	2	2	sum-hp		6	8	red-dmg		2	2	dur		20	20	block		5	5	hp		15	25																						0
Spiked Dreamcatcher	408	100	1			1	1	28	24	ne5	Demon Head		5	5000	blac	blac		D2R_Jank				skilltab	7	2	2	extra-pois		4	6	extra-mag		4	6	thorns		6	7	dex		8	14																														0
Journeyman's Band	409	100	1			1	1	24	16	ci0	Circlet		5	5000				D2R_Jank				Weight-Capacity		3	5	allskills		1	1	abs-fire%		1	3	abs-cold%		1	3	abs-ltng%		1	3	all-stats		10	15																										0
Hygieia's Purity	410	100	1			1	1	52	39	ci1	Coronet		5	5000				D2R_Jank				Weight-Capacity		3	5	res-pois-len		25	25	aura	Clear Ailment	5	8	cdr		30	40	ext-missile		1	3	allskills		1	1																										0
Kira's Guardian	411	100	1			1	1	85	77	ci2	tiara		3	5000	blac	blac		D2R_Jank				ac		50	120	res-all		50	70	nofreeze		1	1	balance		20	20	Weight-Capacity		3	5																														0
Griffon's Eye	412	100	1			1	1	84	76	ci3	diadem		5	5000				D2R_Jank				ac		100	200	cast		25	25	allskills		1	1	extra-ltng		10	15	pierce-ltng		15	20	pierce-immunity-light		10	10	Weight-Capacity		3	5																						0
Harlequin Crest	413	100	1			1	1	69	62	uap	Shako		3	5000	cgrn	cgrn		D2R_Jank				allskills		2	2	hp/lvl	12			mana/lvl	12			mag%		50	50	red-dmg%		10	10	str		2	2	dex		2	2	vit		2	2	enr		2	2														0
Tarnhelm's Revenge	414	100	1			1	1	63	47	ukp	Hydraskull							D2R_Jank				str		20	35	dex/lvl	4			pierce/dex	1			pierce-immunity-all		5	15	dual-perhit		4	8																														0
Steelshade	415	100	1			1	1	70	62	ulm	armet		5	5000	blac	blac		D2R_Jank				ac%		100	130	abs-fire		5	11	manasteal		4	8	regen		10	18																																		0
Veil of Steel	416	100	1			1	1	77	73	uhl	Giant Conch		3	5000	lgry	lgry		D2R_Jank				res-all		50	50	ac%		60	60	str		25	25	vit		25	25	light		-4	-4	dur		20	20	ac		140	140																						0
Nightwing's Veil	417	100	1			1	1	75	67	uhm	spired helm		3	5000	cblu	cblu		D2R_Jank				ac%		90	120	allskills		2	2	dex		10	20	abs-cold		5	9	half-freeze		1	1	extra-cold		8	15	ease		-50	-50																						0
Crown of Ages	418	100	1			1	1	86	82	urn	corona (Pali)		3	5000	dgld	dgld		D2R_Jank				balance		30	30	res-all		20	30	allskills		1	1	ac		100	150	red-dmg%		10	15	ac%		50	50	sock		1	2																						0
Andariel's Visage	419	100	1			1	1	85	83	usk	demonhead		3	5000	dred	dred		D2R_Jank				ac%		100	150	res-pois		70	70	allskills		2	2	res-pois-max		10	10	swing		20	20	str		25	30	gethit-skill	CTC_PoisonNova	15	15	charged	Venom	20	3	lifesteal		8	10	res-fire		-30	-30										0
Ormus' Robes	420	100	1			1	1	83	75	uui	dusk shroud		3	5000	blac	blac		D2R_Jank				ac		10	20	cast		20	20	extra-fire		10	15	extra-cold		10	15	extra-ltng		10	15	regen-mana		10	15	skill-rand	3	36	60																						0
Arcane Protector	421	100	1			1	1	67	50	uea	Wyrmhide		3	5000				D2R_Jank				ac%		140	180	res-all		15	20	res-curse/enr	1			dualsteal		5	5	rep-dur	25			cast/enr	2			skill	Energy Shield	3	5																						0
Spell Splitter	422	100	1			1	1	68	51	ula	Scarab Husk		3	5000	blac	blac		D2R_Jank				ac%		140	180	ext-missile		1	3	cdr		25	40	Charm-Capacity		3	6	pierce-all		15	25	vit/lvl	6			mag%		25	35																						0
The Gladiator's Bane	423	100	1			1	1	85	85	utu	Wire Fleece		3	5000	lgry	lgry		D2R_Jank				ac%		150	200	red-mag		15	20	red-dmg		15	20	thorns		20	20	res-pois-len		50	50	dur		103	103	balance		30	30	ac		50	50	nofreeze		1	1														0
Balled Lightning	424	100	1			1	1	72	54	ung	Diamond Mail		3	5000				D2R_Jank				ac%		175	200	res-all		15	25	allskills		1	1	hit-skill	ElectroBall	5	10	gold%		40	80	ease		-25	-25	move		20	30	regen-mana		25	50																		0
